article_number;article_title;article_text
11;"

Art. 11


Kantonale Formationen

";"
1

Die kantonalen Formationen erfüllen Aufgaben in folgenden Bereichen:





        a
      

        psychologische und seelsorgerliche erste Hilfe,
      





        b
      

        Unterstützung bei der Bewältigung von Grossereignissen und Katastrophen im Zusammenhang mit atomaren, biologischen und chemischen Gefahren (ABC-Ereignisse),
      





        c
      

        Führungsunterstützung der kantonalen Führungsorgane,
      





        d
      

        Fachberatung für die regionalen ZSO im Kulturgüterschutz,
      





        e
      

        subsidiäre Einsätze zugunsten der regionalen ZSO,
      





        f
      

        zusätzliche Spezialaufgaben im Rahmen des Bevölkerungsschutzes, die durch regionale ZSO nicht abgedeckt werden können.
      



2

Die Einteilung in die kantonalen Formationen erfolgt in der Regel im Rahmen der Rekrutierung.



3

Schutzdienstleistende Spitzensportlerinnen und Spitzensportler, die dem Kaderförderprogramm der Swiss Olympic angehören, werden in die kantonale Formation eingeteilt.

"
12;"

Art. 12


Aufgebot

";"
1

Die Gemeinden regeln mit der für den Zivilschutz zuständigen Stelle das Verfahren für Aufgebote von Schutzdienstpflichtigen gemäss Artikel 54 KBZG.



2

Das BSM kann eine ZSO zu überörtlichen Einsätzen verpflichten und die für den Zivilschutz zuständige Stelle der Gemeinde mit dem Aufgebot beauftragen.



3

Es erstellt zur Sicherstellung der überörtlichen Hilfe bei Katastrophen oder in Notlagen eine Planung der erhöhten Einsatzbereitschaft über alle ZSO. Die Planung ist mehrjährig und wird mindestens ein Jahr im Voraus den ZSO bekannt gegeben.



4

Die Aufgebotskompetenz für die kantonalen Formationen liegt beim BSM.

"
13;"

Art. 13


Aufgebotsform, Aufgebotsfrist

";"
1

Aufgebote zu Dienstleistungen des Zivilschutzes erfolgen in der Regel schriftlich und mindestens 42 Tage vor dem Einsatz. In begründeten Ausnahmefällen sind kürzere Fristen zulässig.



2

Im Ereignisfall sind auch mündliche oder technisch übermittelte Aufgebote verbindlich.



3

Ein mündliches oder technisch übermitteltes Aufgebot wird den Schutzdienstpflichtigen nachträglich in schriftlicher Form durch die aufbietende Stelle bestätigt.

"
14;"

Art. 14


Aufgebot Personalreserve

";"
1

Die in die Personalreserve eingeteilten Schutzdienstpflichtigen werden nach Absolvieren der Grundausbildung aufgeboten





        a
      

        bei einer Katastrophe oder in einer Notlage, sofern die Anzahl der aktiv in einer ZSO eingeteilten Schutzdienstpflichtigen nicht zur Bewältigung des Ereignisses ausreicht,
      





        b
      

        bei Instandstellungsarbeiten, sofern die Mittel gemäss Artikel 56 Absatz 2 KBZG ausgeschöpft sind,
      





        c
      

        für Einsätze zugunsten der Gemeinschaft.
      



2

Angehörige der Personalreserve gemäss Absatz 1 müssen vor Einsatzbeginn ausgerüstet werden, absolvieren eine Sofortausbildung im Fachdienst und werden über den Einsatz und die Sicherheitsbestimmungen informiert und instruiert.

"
15;"

Art. 15


Katastrophen, Notlagen und Grossereignisse

";"
1

Einsätze bei Katastrophen, Notlagen und Grossereignissen gemäss Artikel 2 KBZG umfassen die Schadensbekämpfung, die Sofortmassnahmen zur Verhütung von Folgeschäden, die behelfsmässige Sicherstellung der überlebenswichtigen Infrastrukturen und die unaufschiebbaren Räumungsarbeiten.



2

Das zuständige zivile Führungsorgan entscheidet zusammen mit den zuständigen Organen der Gemeinden über das Einsatzende bei Grossereignissen, Katastrophen und in Notlagen.

"
16;"

Art. 16


Instandstellungsarbeiten

";"
1

Einsätze für Instandstellungsarbeiten resultieren aus einer Katastrophe, einer Notlage oder einem Grossereignis.



2

Instandstellungsarbeiten gemäss Artikel 56 KBZG, die nicht über die Jahresplanung gemäss Artikel 21 Absatz 1 bewilligt werden, sind dem BSM gemäss dessen Vorgaben spätestens 70 Tage vor Einsatzbeginn zur Prüfung einzureichen und durch dieses zu bewilligen. In begründeten Ausnahmefällen beträgt die Frist 20 Tage vor Einsatzbeginn.

"
17;"

Art. 17


Einsätze zugunsten der Gemeinschaft

";"
1

Einsätze des Zivilschutzes zugunsten der Gemeinschaft gemäss Artikel 57 KBZG haben die Vorgaben der VEZG zu erfüllen und sind beim BSM gemäss dessen Vorgaben spätestens 100 Tage vor Einsatzbeginn auf dem Dienstweg zu beantragen. In begründeten Ausnahmefällen beträgt die Frist 20 Tage vor Einsatzbeginn.



2

Das BSM bewilligt die Einsätze zugunsten der Gemeinschaft durch Verfügung.



3

Bei grossen regionalen Einsätzen im Zusammenhang mit Grossanlässen muss das BSM zu deren Koordination beigezogen werden.



4

Einsätze, die durch mehrere ZSO unterstützt werden, werden durch das BSM koordiniert. Die Einsatzführung obliegt grundsätzlich der lokal zuständigen ZSO.

"
18;"

Art. 18


Aufgebot

";"
1

Aufgebote für Dienstleistungen nach Artikel 61 KBZG erfolgen durch die gemäss Artikel 60 KBZG zuständigen Stellen des Kantons oder der Gemeinden mindestens 42 Tage vor Dienstbeginn.

"
19;"

Art. 19


Wiederholungskurse

";"
1

Ziele der Wiederholungskurse nach Artikel 61 Absatz 1 Buchstabe e KBZG sind





        a
      

        die Festigung der Fachkenntnisse,
      





        b
      

        die Erreichung und Aufrechterhaltung der Einsatzbereitschaft,
      





        c
      

        die Zusammenarbeit mit den Partnerorganisationen.
      



2

Die Gemeinden führen die Wiederholungskurse nach den Vorgaben des BSM durch.

"
20;"

Art. 20


Empfehlung zur Weiterausbildung

";"
1

Zu Ausbildungen gemäss Artikel 61 Absatz 1 Buchstaben b bis d KBZG werden nur Zivilschutzangehörige zugelassen, die im letzten Dienst eine schriftliche Empfehlung der entsprechenden Ausbildungsinstitution beziehungsweise des Zivilschutzkommandos erhalten haben.

"
21;"

Art. 21


Einreichung Jahresplanung und Ausbildungsprogramm

";"
1

Die Jahresplanung für die Wiederholungskurse gemäss Artikel 61 Absatz 1 Buchstabe e KBZG und die planbaren Instandstellungsarbeiten sind durch die Zivilschutzkommandos dem BSM jährlich bis zum 15. November gemäss Vorlage des Kantons schriftlich einzureichen.



2

Das BSM prüft die Einhaltung der gesetzlichen Vorgaben und genehmigt die Jahresplanung.



3

Die vom BSM genehmigte Jahresplanung gilt als Bewilligung für Wiederholungskurse und planbare Instandstellungsarbeiten.



4

Eine Kopie des Grobkonzepts für die Wiederholungskurse gemäss den Vorgaben des Bundes und des BSM ist dem BSM 56 Tage vor Dienstbeginn vorzulegen.



5

Das BSM prüft das Grobkonzept inhaltlich und genehmigt es.

"
22;"

Art. 22


Informationsveranstaltungen

";"
1

Das BSM führt Informationsveranstaltungen für die Kommandantinnen und Kommandanten der ZSO, für die Leiterinnen und Leiter der Zivilschutzgeschäftsstellen sowie für deren Stellvertreterinnen oder Stellvertreter durch.

"
23;"

Art. 23


Lehrpersonal

";"
1

Das hauptamtliche Lehrpersonal der Zivilschutzausbildungszentren ist verpflichtet, die von Bund und Kanton angeordneten Vor- und Weiterbildungskurse zu besuchen.



2

Für die Ausbildung namentlich in den Bereichen Care-Team und Kulturgüterschutz sowie für einzelne Ausbildungssequenzen zu fachspezifischen Themen kann Fach- und Lehrpersonal eingesetzt werden, das die Voraussetzungen gemäss Artikel 62 Absatz 2 KBZG nicht erfüllt. Weitere Ausnahmen können durch das BSM bewilligt werden.

"
24;"

Art. 24


Dienstgrade und Funktionsbezeichnungen

";"
1

Die Dienstgrade und die Funktionsbezeichnungen sind im Anhang 1 geregelt. *



2

Schutzdienstleistende im Grade eines Korporals und höher bilden das Kader.



3

… *



4

Wo vorhanden, werden Stellvertretungsfunktionen immer einen Dienstgrad tiefer eingereiht als die jeweilige Hauptfunktion.

"
25;"

Art. 25


Zivilschutzausbildungszentrumsleiterinnen und -leiter sowie hauptamtliche Instruktorinnen und Instruktoren

";"
1

Die Leiterinnen und Leiter der Zivilschutzausbildungszentren bekleiden den Dienstgrad eines Majors, hauptamtliche Instruktorinnen und Instruktoren jenen eines Hauptmanns.

"
26;"

Art. 26


Beförderung des Kaders

";"
1

Kadermitglieder können erst nach der erfolgreichen Absolvierung der entsprechenden Ausbildung, die für die Ausübung einer höheren Funktion notwendig ist, durch die zuständige Stelle befördert werden.

"
27;"

Art. 27


Beförderung ohne Zusatzausbildung

";"
1

Folgende Beförderungen können ohne Zusatzausbildung des Zivilschutzangehörigen durch die zuständige Stelle vollzogen werden:





        a
      

        Zivilschutzsoldaten zu Gefreiten,
      





        b
      

        Korporale zu Wachtmeistern,
      





        c
      

        Leutnants zu Oberleutnants.
      



2

Voraussetzung für eine Beförderung gemäss Absatz 1 ist eine überdurchschnittliche Qualifikation aus Ausbildungen und/oder Einsätzen, eine hohe Leistungsbereitschaft und die Absolvierung der jährlichen Ausbildungsdienste und der Einsätze.

"
28;"

Art. 28


Spezialistinnen und Spezialisten

";"
1

Die Spezialisten und Spezialistinnen sowie ihre Grade sind im Anhang 1 festgelegt. *





        a *


…






        b *


…






        c *


…






        d *


…






        e *


…






        f *


…






        g *


…






        h *


…




2

… *



3

Zur Erlangung einer Spezialistenfunktion ist eine vom BSM anerkannte Zusatzausbildung zu absolvieren. Die Ernennung zur Spezialistin oder zum Spezialisten wird ausschliesslich durch das BSM vorgenommen. *

"
29;"

Art. 29


Kostentragung im überörtlichen Einsatz bei Katastrophen, Notlagen oder Grossereignissen

";"
1

Überörtliche Hilfe durch eine ZSO bei Katastrophen, in Notlagen oder bei Grossereignissen werden den Gesuchstellerinnen und Gesuchstellern mit einem Pauschalbetrag von 40 Franken pro Schutzdienstleistendem und Einsatztag verrechnet.



2

Das BSM passt den Pauschalbetrag in der Regel alle fünf Jahre der Teuerung an.



3

Im Pauschalbetrag von 40 Franken sind enthalten: Aufgebot, Sold, Administration, Zwischenverpflegung und Mittagessen, Kleiderreinigung und Spesen.



4

Weitere Rechnungsstellungen erfolgen nach Aufwand und vorgängiger Absprache mit der Führungskoordinatorin oder dem Führungskoordinator des BSM.

"
30;"

Art. 30


Kostentragung für Instandstellungen

";"
1

Überörtliche Hilfe durch eine ZSO für Instandstellungen wird den Gesuchstellerinnen und Gesuchstellern gemäss Offerte der dienstbringenden ZSO verrechnet.

"
31;"

Art. 31


Kostentragung für Einsätze zugunsten der Gemeinschaft

";"
1

Bei einer überörtlichen Hilfe durch eine ZSO für Einsätze zugunsten der Gemeinschaft wird die Frage der Kostentragung in einer Leistungsvereinbarung mit den Gesuchstellerinnen und Gesuchstellern geregelt.

"
32;"

Art. 32


Kostentragung im Bereich der Ausbildung

";"
1

Einsätze von Personal des BSM in der Ausbildung (Klassenlehrer usw.) werden den Leistungsbestellerinnen und Leistungsbestellern in Rechnung gestellt. Die Tarife richten sich nach der Verordnung vom 22. Februar 1995 über die Gebühren der Kantonsverwaltung (Gebührenverordnung, GebV)[6].



2

Der Kanton richtet für Informationsveranstaltungen nach Artikel 22 keine Entschädigung aus. Die Gemeinden tragen die Kosten für Sold, Verpflegung, Transport und Unterkunft.



3

Bei Ausbildungen gemäss Artikel 61 Absätze 2 und 4 KBZG tragen die Gemeinden die Kosten für Sold, Verpflegung, Transport, Unterkunft sowie weitere externe Kosten. Der Anspruch auf Erwerbsersatz ist gewährleistet.

"
33;"

Art. 33


Übergangsregelung

";"
1

Solange eine ZSO nicht an die entsprechenden Systeme angeschlossen ist, entfällt die Verpflichtung zur Erfassung der geleisteten Diensttage im Personalinformationssystem der Armee PISA gemäss Artikel 10 Absatz 1 Buchstabe k.

"
34;"

Art. 34


Aufhebung eines Erlasses

";"
1

Die Kantonale Verordnung vom 27. Oktober 2004 über den Zivilschutz (Kantonale Zivilschutzverordnung, KZSV) (BSG 521.11) wird aufgehoben.

"
35;"

Art. 35


Inkrafttreten

";"
1

Diese Verordnung tritt am 1. Januar 2015 in Kraft.



2

Sie ist in Anwendung der Artikel 7 und 8 des Publikationsgesetzes vom 18. Januar 1993[7] amtlich zu veröffentlichen (ausserordentliche Veröffentlichung).

"
