article_number;article_title;article_text
11;"

Art. 11


Zaunpflicht bei Wald, Weide und Wytweide

";"
1

Wald und Weide sind in der Regel räumlich und betrieblich zu trennen. An Wytweiden grenzender, geschlossener Wald ist vor Beweidung zu schützen.



2

Vorbehältlich eines anderen Ortsgebrauchs obliegt die Einfriedung der Weiden zum Schutz der Wälder der Tierhalterin oder dem Tierhalter.



3

Der öffentliche Zugang ist zu gewährleisten.

"
12;"

Art. 12


Schwenten

";"
1

Zur Wiederherstellung von Weiden darf Weidaufwuchs, der noch nicht Wald ist, geschwentet werden.



2

Vorbehalten bleiben die besonderen Bestimmungen für Wytweiden, Hecken, Feldgehölze und Ufervegetation.

"
13;"

Art. 13


Verträge des Kantons

";"
1

Das KAWA kann Verträge im Sinne von Artikel 9 KWaG abschliessen. *



2

Der Vertrag enthält in der Regel:





        a
      

        die Beschreibung des Waldgebietes und seine Eintragung in einem Plan,
      





        b
      

        die Ziele und die dafür zu erbringenden Leistungen,
      





        c
      

        überprüfbare qualitative und quantitative Vorgaben,
      





        d
      

        die Entschädigungen,
      





        e
      

        Bestimmungen über die Leistungskontrollen,
      





        f
      

        Bestimmungen über Dauer, Kündigung und vorzeitige Auflösung des Vertrages sowie
      





        g
      

        Regeln über die Rechtsnachfolge.
      



3

Der Abschluss eines Vertrages kann davon abhängig gemacht werden, dass sich die betroffenen Waldeigentümerinnen und Waldeigentümer zu einer geeigneten Rechtsgemeinschaft zusammenschliessen oder dass sich Dritte an den Kosten beteiligen.



4

Vorbehalten bleiben Verträge, die sich auf das Naturschutzgesetz stützen.

"
14;"

Art. 14


Verträge von Gemeinden

";"
1

Die Gemeinden bringen die von Ihnen gestützt auf Artikel 9 KWaG[3] abgeschlossenen Verträge der Waldabteilung zur Kenntnis.

"
15;"

Art. 15


Holzschlagbewilligung und Eigenbedarf

";"
1

Holzschläge für den Verkauf und den eigenen holzverarbeitenden Betrieb bedürfen einer Holzschlagbewilligung durch die Waldabteilung.



2

Holzschläge für den Eigenbedarf sind ausser auf Wytweiden ohne Bewilligung bis zu maximal 25 Kubikmetern pro Waldbesitzerin oder Waldbesitzer und Jahr gestattet; vorbehalten bleiben anderslautende besondere Bewirtschaftungsvorschriften des Regionalen Waldplans. *



3

Die Bewilligung ist gebührenfrei.

"
16;"

Art. 16


Vermehrungsgut

";"
1

Für waldbauliche Zwecke ist ausschliesslich Vermehrungsgut zu verwenden, das für den Standort geeignet und dessen Herkunft bekannt ist.



2

Das KAWA führt einen Kataster der Samenerntebestände und stellt Herkunftszeugnisse aus.

"
17;"

Art. 17


Veräusserung und Teilung von Wald

";"
1

Die Waldabteilung entscheidet unter Vorbehalt von Artikel 25 Absatz 2 des Bundesgesetzes vom 4. Oktober 1991 über den Wald[4] (WaG) über Gesuche betreffend Veräusserung oder Teilung von Wald.



2

Veräussern Gemeinden oder Korporationen Waldflächen von weniger als 25 Aren, gilt die Bewilligung als erteilt.

"
18;"

Art. 18


Forstschutz

";"
1

Die Waldbesitzerinnen und Waldbesitzer treffen die erforderlichen vorbeugenden Massnahmen und sorgen für die Behebung von Waldschäden, sofern die Erhaltung des Waldes oder dessen Funktionen gefährdet sind.



2

Besteht die Gefahr von Waldschäden, ist geschlagenes und nicht entrindetes Nadelholz aus dem Wald abzuführen oder von der Holzeigentümerin oder vom Holzeigentümer vor Insektenbefall zu schützen. *

"
19;"

Art. 19


Ausserordentliche Schadenereignisse

";"
1

Ausserordentliche Schadenereignisse sind grosse, eine ganze Region betreffende Waldschäden. *



2

Das KAWA bezeichnet die ausserordentlichen Schadenereignisse.

"
20;"

Art. 20


Verhütung von Wildschäden

";"
1

Waldbewirtschaftung und Jagd sind so aufeinander abzustimmen, dass auf mindestens drei Vierteln der Waldfläche die natürliche Verjüngung mit standortgerechten Baumarten ohne besondere Schutzmassnahmen möglich ist.



2

Die Waldabteilung bezeichnet gemeinsam mit dem Jagdinspektorat jene Waldgebiete, in denen zur Verhütung von Wildschäden besondere Massnahmen getroffen werden müssen.



3

Im übrigen gelten die Bestimmungen der Gesetzgebung über Jagd, Wild- und Vogelschutz.

"
21 *;"

Art. 21 *


Feuern im Wald
      1. Im Allgemeinen

";"
1

Feuern im Wald ist nur gestattet, soweit alle erforderlichen Massnahmen getroffen sind, um die Entstehung von Feuerschäden auszuschliessen.



2

Das KAWA beurteilt laufend die Wald- und Flurbrandgefahr und informiert bei Bedarf Behörden und Bevölkerung. *



3

Bei Waldbrandgefahr kann die Regierungsstatthalterin oder der Regierungsstatthalter das Feuern in den gefährdeten Gebieten untersagen. *



4  *
"
21a *;"

Art. 21a *


2. Verbrennen von Schlagabraum

";"
1

Das Verbrennen von Schlagabraum ist verboten.



2

Schlagabraum darf ausnahmsweise mit Zustimmung des zuständigen Forstdienstes und unter ständiger Beaufsichtigung der Feuerstelle verbrannt werden,





        a
      

        wenn er von Forstschädlingen oder Krankheiten befallen ist, die eine Gefahr für den Wald darstellen,
      





        b
      

        wenn er nicht mit vertretbarem Aufwand gesammelt und weggetragen werden kann, insbesondere bei Bacheinhängen und Bachbetten (Verklausungsgefahr) und in sehr steilen Landwirtschaftsflächen (Wiesen, Weiden),
      





        c
      

        wenn es die Arbeitssicherheit in sehr steilen Lagen erfordert oder
      





        d
      

        wenn es zur Pflege der Wytweiden notwendig ist.
      

"
22;"

Art. 22


Waldreservate

";"
1

Waldreservate sollen namentlich ökologisch besonders wertvolle Waldgebiete und ihre Entwicklung sowie durch menschliche Bewirtschaftung hervorgerufene besondere Bestandesformen erhalten und fördern; sie dienen ebenfalls der natur- und forstwissenschaftlichen Forschung.



2

Waldreservate werden für mindestens 50 Jahre vom KAWA ausgeschieden und im Grundbuch angemerkt. *



3

In Totalreservaten ist auf menschliche Eingriffe grundsätzlich zu verzichten; in Teilreservaten wird der Wald zur Erreichung der Ziele in bestimmter Weise gepflegt oder bewirtschaftet.



4

Wenn der Schutz und die Erhaltung bedrohter Tier- und Pflanzenarten, ein zeitlich unbegrenzter Schutz oder die Anordnung von Schutzmassnahmen gegenüber Dritten im Vordergrund stehen, ist die Errichtung eines Naturschutzgebietes im Wald zu prüfen.

"
23;"

Art. 23


Ökologischer Ausgleich

";"
1

Als ökologischer Ausgleich im Wald gelten besondere Massnahmen im Bereich der Waldbiodiversität. Sie ergänzen und vernetzen Waldreservate und Naturschutzgebiete. *



2

Die Waldabteilung berät die Gemeinden und sorgt für eine gemeindeübergreifende Koordination der ökologischen Ausgleichsmassnahmen.



3

Die Gemeinden informieren die Waldabteilung frühzeitig über beabsichtigte Massnahmen.



4

Das weitere regelt die kantonale Naturschutzgesetzgebung.

"
24;"

Art. 24


Arten von Waldverbesserungen

";"
1

Folgende Massnahmen oder Werke können unter amtlicher Mitwirkung als Waldverbesserungen durchgeführt werden:





        a
      

        Gründung von dauerhaften Bewirtschaftungsgemeinschaften,
      





        b
      

        Zusammenführung von Waldeigentum zur gemeinsamen Bewirtschaftung,
      





        c
      

        Massnahmen im Zusammenhang mit der Wald- und Weidenutzung,
      





        d
      

        Walderschliessungen,
      





        e
      

        Unterhalt von Waldstrassen,
      





        f
      

        waldbauliche, technische und organisatorische Massnahmen zum Schutze vor Naturereignissen,
      





        g
      

        Erarbeitung forstlicher Planungsgrundlagen,
      





        h
      

        waldbauliche Massnahmen (Waldverjüngung, Pflege- und Durchforstungsmassnahmen, Wiederherstellung geschädigter Wälder),
      





        i *


        Errichtung von Waldreservaten,
      





        k *


        Veräusserung und Verpachtung von Waldparzellen und
      





        l *


        Waldzusammenlegungen.
      

"
25;"

Art. 25


Besondere Vorschriften
      1. Bewirtschaftungsgemeinschaften

";"
1

Beteiligen sich nur wenige Waldeigentümerinnen und Waldeigentümer an der gemeinsamen Bewirtschaftung, genügt die Bildung einer einfachen Gesellschaft, sofern die gesamten Umstände auf eine dauerhafte Verbindung schliessen lassen.

"
26;"

Art. 26


2. Zusammenführung zur gemeinsamen Bewirtschaftung

";"
1

Die gemeinschaftlichen Eigentümerinnen und Eigentümer können die Zuweisung von individuellen und übertragbaren Nutzungsrechten am gemeinsamen Eigentum vorsehen.



2

Zum Zwecke der gemeinsamen Bewirtschaftung von Waldparzellen kann als Trägerschaft eine Bodenverbesserungsgenossenschaft im Sinne von Artikel 703 ZGB[5] gebildet werden.

"
27;"

Art. 27


3. Veräusserung oder Verpachtung

";"
1

Im Rahmen seiner Beratungstätigkeit unterstützt der Forstdienst Verkauf, Tausch oder Verpachtung von Wald sowie die Erarbeitung von Pacht- und Bewirtschaftungsverträgen, soweit durch diese Massnahmen die Bewirtschaftung wesentlich verbessert werden kann.

"
28;"

Art. 28


 

";"
1

Die obligatorische Grundausbildung vermittelt die Grundkenntnisse über Holzernte- und Motorsägearbeiten und macht mit den einschlägigen Sicherheitsvorschriften und -massnahmen vertraut.



2

Sie dauert mindestens fünf Tage.



3

Eine entsprechende, vor weniger als zehn Jahren erworbene Ausbildung oder eine gleichwertige praktische Erfahrung wird als Grundausbildung im Sinne von Absatz 1 anerkannt. Zuständig für die Anerkennung ist die Waldabteilung.

"
29;"

Art. 29


Veranstaltungen im Wald

";"
1

Bewilligungspflichtig sind





        a
      

        Veranstaltungen unter Verwendung technischer Hilfsmittel wie Licht- oder Verstärkeranlagen,
      





        b
      

        internationale oder gesamtschweizerische Orientierungsläufe sowie kantonale Mannschaftsorientierungsläufe,
      





        c
      

        radsportliche Veranstaltungen mit voraussichtlich mehr als 200 Teilnehmerinnen und Teilnehmern,
      





        d
      

        reitsportliche Veranstaltungen mit voraussichtlich mehr als 50 Teilnehmerinnen und Teilnehmern,
      





        e *


…






        f *


        Veranstaltungen in Waldreservaten.
      



2

Die Bewilligung kann verweigert werden, wenn Zeitpunkt, Ort oder Routenwahl Tiere, Pflanzen oder Wald erheblich beeinträchtigen oder wenn die Gegend durch Veranstaltungen bereits stark beansprucht ist.



3

Die Veranstalterinnen und Veranstalter haben die Einwilligung der besonders betroffenen Grundeigentümerinnen und -eigentümer einzuholen.

"
30;"

Art. 30


Verfahren

";"
1

Gesuche mit Angaben über die voraussichtliche Anzahl der Beteiligten und der Zuschauerinnen und Zuschauer, die Streckenführung, die Infrastrukturstandorte sowie die Verkehrs- und Zuschauerlenkung sind spätestens drei Monate vor dem geplanten Durchführungstermin beim KAWA einzureichen.



2

Periodisch und im selben Rahmen stattfindende Veranstaltungen können für mehrere Jahre bewilligt werden.



3

Erfordert eine Veranstaltung zusätzliche Bewilligungen anderer Behörden, sind die Verfahren zu koordinieren.

"
31;"

Art. 31


Reiten und Radfahren

";"
1

Soweit keine besonderen Reit- oder Fahrverbote bestehen, ist Reiten und Radfahren auf genügend festen Wegen und besonders bezeichneten Pisten gestattet.



2

Besonders bezeichnete Pisten nach Artikel 22 Absatz 2 KWaG[6] sind im Einverständnis mit den betroffenen Waldeigentümerinnen und Waldeigentümern festgelegte, ohne bauliche Massnahmen errichtete und von der Waldabteilung bewilligte Rad- oder Reitparcours im Wald abseits von Wegen.

"
32;"

Art. 32


Befahren von Waldstrassen

";"
1

Die Waldabteilung bezeichnet auf einem Plan die Strassen und Strassenabschnitte, die Waldstrassen sind.



2

Sie bezeichnet unter Mitwirkung der betroffenen Gemeinden sowie der Strasseneigentümerin oder des Strasseneigentümers und nach Anhörung der Fachstellen diejenigen Waldstrassen, die gestützt auf Artikel 23 KWaG[7] weniger strengen oder aber weitergehenden Einschränkungen unterliegen.



3

Der Waldstrassenplan wird zeitgleich in den betroffenen Gemeinden während mindestens 30 Tagen mit dem Hinweis auf die Einsprachemöglichkeit öffentlich aufgelegt.



4

Er bedarf der Genehmigung des KAWA. Dieses setzt sich mit den Einsprachen auseinander.



5

Änderungen des Planes sind nach den gleichen Vorschriften vorzunehmen. Gegenstand der Einsprache bilden jedoch nur die Änderungen.

"
33;"

Art. 33


Massnahmen bei Missachtung der Fahrverbote

";"
1

Die Waldabteilung und die Gemeinde sind befugt, eine Waldstrasse nach vorgängiger Anhörung der Trägerschaft mit einer Barriere oder anderen Hindernissen zu sperren, wenn das gesetzliche Fahrverbot regelmässig missachtet wird.

"
34 *;"

Art. 34 *


Grundsatz

";"
1

Der gesetzliche Waldabstand gilt für alle baubewilligungspflichtigen Vorhaben, mit Ausnahme





        a
      

        von Umbauten, Renovationen, Installationen im Gebäudeinnern sowie Anbauten, sofern der Waldabstand dadurch nicht verringert wird, der Zugang zum Wald nicht erschwert und die Zweckbestimmung des Gebäudes nicht verändert wird;
      





        b
      

        der äusseren Umgestaltung von Gebäuden (Fassaden, Dachformen, Materialien, Anstriche u. ä.);
      





        c
      

        von Abbrüchen von Gebäuden und Gebäudeteilen;
      





        d
      

        von Schiffsbojen und
      





        e
      

        von Bauten, die nicht für den Aufenthalt von Menschen bestimmt sind, Lagergebäuden und ähnlichen Anlagen sowie unterirdischen Bauten, sofern ein minimaler Waldabstand von 15 Metern eingehalten wird und die Zustimmung der betroffenenen Waldeigentümerin oder des Waldeigentümers vorliegt.
      



2

Die Waldabteilung befindet über die Ausnahmegesuche.

"
34a *;"

Art. 34a *


Wald-Baulinien

";"
1

Für grössere, zusammenhängende Baugebiete können die Gemeinden in Fällen von Absatz 2 in Überbauungsordnungen, im Baureglement oder im Zonenplan verkürzte Waldabstände in Form von Wald-Baulinien vorsehen.



2

Wald-Baulinien können festgelegt werden, wo Bauzonen an den Wald grenzen und rechtskräftig verfügte Waldgrenzen nach Artikel 10 Absatz 2 des Bundesgesetzes vom 4. Oktober 1991 über den Wald (Waldgesetz, WaG)[8] bestehen oder eine Waldgrenze entlang einer im Gelände sichtbaren Linie nahe der Bauzone verläuft.



3

Wald-Baulinien bedürfen der Zustimmung der Waldabteilung.

"
35;"

Art. 35


 

";"
1

Nichtforstliche Kleinbauten und -anlagen können bewilligt werden, wenn sie auf einen Standort im Wald angewiesen sind und die Waldfunktionen nur unwesentlich beeinträchtigen.



2

Als nichtforstliche Kleinbauten und -anlagen gelten namentlich *





        a
      

        Sport- und Lehrpfade,
      





        b
      

        kleine erdverlegte Leitungen, Transformatorenstationen sowie Antennenanlagen,
      





        c
      

        Hochsitze,
      





        d
      

        Bienenhäuschen,
      





        e
      

        Material- oder Geräteschuppen zum Unterhalt öffentlicher Werke,
      





        f *


        freie oder überdeckte Feuerstellen sowie Unterstände mit einer Grundfläche von höchstens 25 Quadratmetern,
      





        g *


        Zäune,
      





        h *


        feste Informationstafeln und Stelen,
      





        i *


        nichtforstliche Objekte wie Kunstwerke, Denkmäler oder Gedenktafeln, die längerfristig oder dauerhaft aufgestellt werden,
      





        k *


        dauerhafte feste Einrichtungen von Waldspielgruppen und ähnlichen Institutionen und
      





        l *


        die Neuanlage oder der Ausbau von besonders bezeichneten Rad- und Reitparcours im Wald sowie das Aufstellen von Hindernissen darauf.
      



3

Die Waldabteilung befindet über die Bewilligungsgesuche.

"
36;"

Art. 36


Koordination der Aufgaben

";"
1

Das KAWA sorgt gemeinsam mit dem Tiefbauamt für die Erfüllung aller Aufgaben betreffend den Schutz vor Naturereignissen.

"
37;"

Art. 37


Aufgaben der Abteilung Naturgefahren
      1. Allgemein

";"
1

Die Abteilung Naturgefahren ist die kantonale Fachstelle für die Prävention von Schnee- und Massenbewegungsprozessen innerhalb und ausserhalb des Waldes, wie Schnee und Eislawinen, Eisschlag, Steinschlag, Fels- und Bergsturz, Rutschungen, Hangmuren und Erosion.



2

Sie





        a
      

        berät, unterstützt und beaufsichtigt Gemeinden, Anlagebetreiberinnen und -betreiber sowie Dritte bei der Vorbereitung und Durchführung von Schutzmassnahmen;
      





        b
      

        koordiniert subventionierte Massnahmen zur Abwehr von Naturereignissen, soweit dafür nicht Anlagebetreiber verantwortlich sind;
      





        c
      

        plant in besonderen Fällen im Auftrag von Dritten Schutzmassnahmen, leitet die Ausführungsarbeiten oder führt sie selber aus;
      





        d
      

        ergreift die erforderlichen Massnahmen, soweit hierfür nicht eine andere Behörde oder Dritte verantwortlich sind;
      





        e
      

        ordnet die Ersatzvornahme an;
      





        f
      

        prüft Gesuche um Ausrichtung von Beiträgen;
      





        g
      

        verfasst Mitberichte zu Plänen und Vorhaben und
      





        h
      

        informiert die Bevölkerung und Behörden über Naturereignisse und ihre Abwehr.
      



3

Vorbehalten bleibt die Zuständigkeit des Tiefbauamtes für den Hochwasserschutz und Bodenbewegungen im Gewässerbereich.

"
38;"

Art. 38


2. Grundlagenbeschaffung

";"
1

Die Abteilung Naturgefahren erstellt in ihrem Zuständigkeitsbereich folgende Grundlagen und führt sie nach:





        a
      

        einen Gefahrenkataster, der bereits eingetretene Naturereignisse einschliesslich deren Wirkungszonen und Schadenwirkungen dokumentiert sowie ausgeführte bauliche Schutzmassnahmen und allfällige Schwachstellen aufzeigt, und
      





        b
      

        eine Gefahrenhinweiskarte, die übersichtsmässig auf mögliche Wirkungsräume von Naturprozessen hinweist, um allfällige Konflikte mit Nutzungen frühzeitig zu erkennen.
      



2

Zur Beschaffung von Entscheidungsgrundlagen für die Warnung vor Naturereignissen errichtet die Abteilung Naturgefahren in Ergänzung zum nationalen Messnetz regionale Messstellen.

"
39;"

Art. 39


Aufgaben der Gemeinden
      1. Vorsorge

";"
1

Die Gemeinden wachen im Siedlungsgebiet mit Hilfe des Gefahrenkatasters, der Gefahrenhinweiskarte und anderen vorhandenen Grundlagen, Beobachtungen oder Hinweisen über das Auftreten und die Entwicklung einer Gefährdung durch Naturereignisse und ordnen die erforderlichen Massnahmen an.



2

Wo für das Siedlungsgebiet erkennbare Naturgefahren bestehen, errichten sie eine Gefahrenkarte, aus der die Naturgefahren sowie die daraus entstehenden Risiken für Menschen und erhebliche Sachwerte ersichtlich sind.



3

Sie berücksichtigen die Gefahrenkarten sowie andere Grundlagen gemäss Absatz 1 bei der Nutzungsplanung, bei der Erteilung von Baubewilligungen und allen anderen raumwirksamen Tätigkeiten.



4

Sie sorgen dafür, dass neue und bestehende Bauten und Anlagen bezüglich ihres Standortes, der Nutzungsart oder der Bauweise soweit zumutbar den vorhandenen Naturgefahren angepasst werden, gegebenenfalls durch Verlegung an sichere Orte.

"
40;"

Art. 40


2. Organisatorische Massnahmen

";"
1

Die von Naturgefahren bedrohten Gemeinden erstellen eine zweckmässige Alarmorganisation, die bei sich ankündigenden Naturereignissen rechtzeitig die Bevölkerung warnt.



2

Sie haben vorsorgliche Massnahmen wie die Evakuierung oder Sperrung des gefährdeten Gebietes oder in Ausnahmefällen die künstliche Auslösung drohender Lawinen oder instabiler Felspartien anzuordnen.

"
41;"

Art. 41


3. Forstliche und bautechnische Massnahmen

";"
1

Zur Verhinderung oder Verminderung einer Naturgefahr sorgen die Gemeinden für die fachgerechte Erhaltung, Pflege oder Neuanlage von Schutzwäldern und errichten die notwendigen technischen Schutzbauten oder Anlagen, soweit ihnen diese Massnahmen zumutbar sind.



2

Widersetzt sich eine Grundeigentümerin oder ein Grundeigentümer den besonderen Bewirtschaftungsvorschriften, ordnet die Waldabteilung auf Antrag der Gemeinden die Ersatzvornahme an.

"
42;"

Art. 42


Beitragsvoraussetzungen

";"
1

An die Waldpflege- und Strukturverbesserungsmassnahmen werden nur Beiträge ausgerichtet, wenn sich die Empfängerinnen und Empfänger an den Selbsthilfemassnahmen der Wald- und Holzwirtschaft beteiligen.



2

Abgeltungen werden nur für angeordnete oder vertraglich vereinbarte Massnahmen geleistet.

"
43 *;"

Art. 43 *


Beitragshöhe und Beitragsart

";"
1

Die Beitragshöhe richtet sich nach einem oder mehreren der folgenden Kriterien:





        a
      

        Aufwand, der bei wirtschaftlicher Ausführung der Massnahme entsteht,
      





        b
      

        Bedeutung der Massnahme aus Sicht der Öffentlichkeit,
      





        c
      

        finanzielle Belastung für die Trägerschaft,
      





        d
      

        Kostenwirksamkeit und Qualität der Massnahme,
      





        e
      

        Eigeninteresse sowie Vorleistungen der Trägerschaft.
      



2

Soweit zuverlässige Erfahrungswerte vorliegen und keine besonderen Schwierigkeiten bei der Ermittlung des wirtschaftlich begründeten Aufwands bestehen, werden die Beiträge in Form von leistungsabhängigen Pauschalen ausgerichtet.



3

Für standardisierte Projekte kann die Pauschale oder der Beitragssatz einheitlich festgelegt werden.

"
44;"

Art. 44


Gesuchseinreichung

";"
1

Die Beitragsgesuche sind zusammen mit den erforderlichen Unterlagen bei der Waldabteilung einzureichen.

"
45 *;"

Art. 45 *


 

";"
1

Der Kanton leistet Abgeltungen bis zu 100 Prozent der beitragsberechtigten Kosten folgender Massnahmen im Sinne von Artikel 36, Artikel 37 und Artikel 38 Absatz 1 Buchstaben a, c, d und e WaG[9]:





        a
      

        Massnahmen, die Menschen und erhebliche Sachwerte vor Naturereignissen schützen,
      





        b
      

        Massnahmen, die für die Erfüllung der Funktion des Schutzwaldes notwendig sind,
      





        c
      

        Massnahmen, die zur Erhaltung und Verbesserung der biologischen Vielfalt im Wald beitragen.
      



2

Er kann Finanzhilfen bis zu 70 Prozent der beitragsberechtigten Kosten folgender Massnahmen im Sinne von Artikel 38 Absatz 1 Buchstabe b, Artikel 38a sowie Artikel 39 WaG leisten:





        a
      

        Jungwaldpflege,
      





        b
      

        Massnahmen, welche die Wirtschaftlichkeit der Waldbewirtschaftung verbessern,
      





        c
      

        nicht der Berufsbildungsgesetzgebung unterliegende forstliche Bildung.
      

"
46;"

Art. 46


 

";"
1

Gesuche um Investitionskredite sind bei der Waldabteilung einzureichen.



2

Die Bernische Stiftung für Agrarkredite verfügt auf Antrag des KAWA und nach Prüfung der finanziellen und formellen Anforderungen die Kreditgewährung.



3

Sie vollzieht den Zahlungsverkehr.



4

Werden Bedingungen und Auflagen nicht eingehalten, kann sie in Absprache mit dem KAWA oder auf dessen Antrag die vorzeitige Rückforderung oder die Kündigung des Kredites verfügen.



5

Mit der Gewährung des Investitionskredites verpflichtet sich der Kanton gegenüber dem Bund zur Rückzahlung, soweit die Schuldnerin oder der Schuldner seiner Rückzahlungspflicht nicht nachkommt.

"
