article_number;article_title;article_text
8;"

Art. 8


Qualität, Druck

";"
1

Die Qualität des Trinkwassers muss den Anforderungen der Lebensmittelgesetzgebung entsprechen.



2

Der Betriebsdruck muss bei neuen Anlagen den Anforderungen an den häuslichen Gebrauch und an den Hydrantenlöschschutz genügen. Davon ausgenommen sind Hochhäuser und einzelne hochgelegene Liegenschaften.

"
9;"

Art. 9


Erschliessungspflicht

";"
1

Die Erschliessungspflicht der Wasserversorgungen mit Anlagen der Trink-, Brauch- und Löschwasserversorgung besteht für





        a
      

        die Bauzonen,
      





        b
      

        die geschlossenen Siedlungsgebiete ausserhalb der Bauzonen.
      



2

Die Anordnung und die Dimensionierung der Anlagen tragen den Nutzungsplänen Rechnung und ermöglichen mit zumutbarem Aufwand den Anschluss an die Wasserversorgung.

"
10;"

Art. 10


Eigenwirtschaftlichkeit

";"
1

Die Wasserversorgung, einschliesslich der Bereitstellung des Wassers für den Hydrantenlöschschutz, muss finanziell selbsttragend sein.

"
11;"

Art. 11


Gebühren und Beiträge

";"
1

Die Wasserversorgung wird durch folgende Leistungen finanziert:





        a
      

        einmalige Gebühren sowie wiederkehrende Grund- und Verbrauchsgebühren,
      





        b
      

        Lösch-, Grundeigentümer- und vertragliche Erschliessungsbeiträge,
      





        c
      

        Beiträge des Bundes, des Kantons und Dritter.
      

"
12;"

Art. 12


Spezialfinanzierung und Abschreibungen

";"
1

Die Wasserversorgungen führen eine Spezialfinanzierung. Die jährliche Einlage steht in einem angemessenen Verhältnis zum Wiederbeschaffungswert und zur Lebensdauer der Anlagen.



2

Die Einlagen in die Spezialfinanzierung müssen die dauernde Werterhaltung der Anlage gewährleisten. Sie sind vorab für die Abschreibungen zu verwenden.

"
13;"

Art. 13


Wasserversorgungsreglement

";"
1

Die Wasserversorgungen erlassen ein Reglement über die Organisation und die Finanzierung.

"
14;"

Art. 14


Versorgungspflicht

";"
1

Im Rahmen ihrer Versorgungspflicht müssen die Wasserversorgungen in ihrem Versorgungsgebiet dauernd Trink- und Brauchwasser in ausreichender Menge abgeben. Ausgenommen sind Unterbrechungen infolge höherer Gewalt und Unterhaltsarbeiten.



2

Die Wasserversorgungen sind nicht verpflichtet, einzelnen Wasserbezügerinnen und -bezügern grössere Brauchwassermengen abzugeben, wenn dies mit zusätzlichen Aufwendungen verbunden ist, die von allen übrigen Wasserbezügerinnen und -bezügern mitgetragen werden müssen.

"
15;"

Art. 15


Bezugspflicht

";"
1

Besteht eine Wasserversorgung gemäss Artikel 6, müssen alle Grundeigentümerinnen und -eigentümer im Versorgungsgebiet das Trinkwasser aus deren Anlage beziehen. Die Bezugspflicht besteht auch für Brauchwasser, soweit dieses Trinkwasserqualität aufweisen muss.



2

Keine Bezugspflicht besteht bei Gebäuden, die im Zeitpunkt der Erschliessung bereits aus andern Anlagen mit Trinkwasser versorgt werden, das den Anforderungen der Lebensmittelgesetzgebung genügt.

"
16;"

Art. 16


Grundsatz

";"
1

Wo es technisch sinnvoll und wirtschaftlich geboten ist, sind gemeinsame Anlagen zu erstellen und zu betreiben.



2

Für die Erstellung und den Betrieb gemeinsamer Anlagen ist eine juristische Person des öffentlichen oder privaten Rechts zu gründen. Vertragsverhältnisse sind auf reine Wasserabgaben zu beschränken.



3

Die Wasserversorgungsverbände und -gesellschaften sind verpflichtet, neue Mitglieder aufzunehmen. Sie erlassen die dafür notwendigen reglementarischen Bestimmungen. Die neuen Mitglieder haben sich an den bestehenden Anlagen finanziell zu beteiligen.

"
17;"

Art. 17


Wasserabgabe

";"
1

Wasserversorgungen mit dauerndem Wasserüberschuss sind verpflichtet,





        a
      

        benachbarte Wasserversorgungen mit Wasser zu beliefern und ihre Anlagen im Bedarfsfall auf Kosten der interessierten Wasserversorgungen zu erweitern,
      





        b
      

        das Wasser an diese Wasserversorgungen zu kostendeckenden Leistungs- und Arbeitspreisen zu liefern.
      



2

Bei konzessionspflichtigen Wassergewinnungsanlagen setzt die Konzessionsbehörde nach Rücksprache mit den Wasserlieferanten die Wasserlieferungspflicht an benachbarte Wasserversorgungen und die zugehörigen Bedingungen fest.

"
18;"

Art. 18


Generelle Wasserversorgungsplanung

";"
1

Den Wasserversorgungen obliegt für ihr erschliessungs- und versorgungspflichtiges Gebiet, unter Berücksichtigung der regionalen Wasserversorgungsplanungen,





        a
      

        die Erstellung und periodische Überarbeitung der Generellen Wasserversorgungsplanung (GWP),
      





        b
      

        die Sicherstellung der Trinkwasserversorgung in Notlagen.
      



2

Die GWP ist bei der Aufstellung des Erschliessungsprogramms nach Baugesetz zu berücksichtigen.



3

In Gemeinden mit mehreren Wasserversorgungen sorgt der Gemeinderat für die Koordination.



4

Regionale Wasserversorgungen stimmen ihre Planung auf jene der Gemeinden ab und umgekehrt.

"
19;"

Art. 19


Projektierung

";"
1

Bei der Projektierung sind zu berücksichtigen





        a
      

        die Regeln der Technik und die Normen der Fachverbände,
      





        b
      

        die Vorgaben der GWP,
      





        c
      

        die Versorgungssicherheit,
      





        d
      

        die Wirtschaftlichkeit,
      





        e
      

        die Umweltbelange und
      





        f
      

        die Bedürfnisse der Trinkwasserversorgung in Notlagen.
      

"
20;"

Art. 20


Schutz
      1 Schutzzonen und Schutzareale

";"
1

Die Wasserversorgungen gemäss Artikel 6 scheiden für ihre genutzten Quell- und Grundwasserfassungen Schutzzonen aus. Nutzungsbeschränkungen können auf die Zuströmbereiche ausgedehnt werden.



2

Andere Wasserversorgungen, die in Gebieten ohne Wasserversorgung gemäss Artikel 6 Trinkwasser in Verkehr bringen, können zum Schutz ihrer Quell- und Grundwasserfassungen auf Gesuch hin ebenfalls Schutzzonen errichten lassen.



3

Die zuständige Stelle der BVE scheidet für den vorsorglichen Schutz ungenutzter Quellen und Grundwasservorkommen Schutzareale aus.



4

Die genehmigten Schutzzonen und Schutzareale sind in den Zonenplänen der Gemeinden sowie in der kantonalen Gewässerschutzkarte als Hinweis einzutragen.



5

Verfahren und Zuständigkeiten richten sich nach Artikel 22.

"
21;"

Art. 21


2 Sicherung von öffentlichen Leitungen

";"
1

Die Wasserversorgungen können die Durchleitungsrechte für öffentliche Leitungen durch eine Überbauungsordnung öffentlichrechtlich sichern.



2

Den öffentlichen Leitungen gleichgestellt sind





        a
      

        die mit ihnen verbundenen Sonderbauwerke und
      





        b
      

        die für die Erstellung und den Unterhalt der Leitungen notwendigen Nebenanlagen.
      



3

Mit dem Genehmigungsbeschluss sind die Leitungen in ihrem Bestand geschützt. Auf den betroffenen Grundstücken dürfen keine Bauten oder Anlagen erstellt oder Vorkehren getroffen werden, die den Bau und den Unterhalt der Leitungen verunmöglichen, erheblich erschweren oder ihren Bestand gefährden.



4

Die genehmigte Linienführung der öffentlichrechtlich gesicherten Leitungen kann im Grundbuch angemerkt werden.

"
22;"

Art. 22


3 Verfahren und Zuständigkeiten

";"
1

Die Verfahren für den Erlass einer Schutzzone, eines Schutzareals oder für die Sicherung von öffentlichen Leitungen richten sich unter Vorbehalt der Absätze 2 bis 4 nach den Vorschriften über die kommunale Überbauungsordnung.



2

Die Überbauungsordnung wird durch die zuständigen Organe der Wasserversorgungen beschlossen.



3

Für den Erlass einer Schutzzone, eines Schutzareals sowie für die Sicherung von öffentlichen Leitungen, die sich über das Gebiet von mehreren Gemeinden erstrecken, führt anstelle der Gemeinde die zuständige Stelle der BVE das Verfahren durch, beziehungsweise beschliesst darüber.



4

Überbauungsordnungen nach Absatz 1 bedürfen der Genehmigung der zuständigen Stelle der BVE.



5

Gegen den Beschluss kann bei der BVE Beschwerde geführt werden.

"
23;"

Art. 23


Erstellung der Anlagen

";"
1

Die Erstellung sämtlicher Anlagen der Basis- und Detailerschliessung obliegt den Wasserversorgungen.



2

Erstellen die Grundeigentümerinnen und -eigentümer aufgrund des Baugesetzes solche Anlagen selbst, üben die Wasserversorgungen die Aufsicht über die Planung und den Bau der Anlagen aus. Nach ihrer Fertigstellung werden die Anlagen von den Wasserversorgungen zu Eigentum übernommen.

"
24;"

Art. 24


Betrieb

";"
1

Die Wasserversorgungen halten die Anlagen in betriebssicherem Zustand.



2

Die Wasserversorgungen erfassen ständig das Wasserdargebot und die Wasserabgabe.



3

Die Wasserversorgungen sorgen für einen sparsamen Wasserverbrauch, indem sie





        a
      

        systematische Leckortungen durchführen und Leckstellen beheben,
      





        b
      

        tarifliche und betriebliche Massnahmen zur Verminderung der Verbrauchsspitzen treffen können,
      





        c
      

        wenn nötig, wassersparende Massnahmen anordnen, und
      





        d
      

        die Wasserbezüger in geeigneter Weise informieren.
      

"
25;"

Art. 25


Zweck

";"
1

Die Trinkwasserversorgung in Notlagen (TWN) bezweckt,





        a
      

        die Anlagen der Wasserversorgung möglichst lange zu betreiben,
      





        b
      

        Störungen rasch zu beheben und
      





        c
      

        den zum Überleben notwendigen Trinkwasserbedarf zu decken.
      

"
26;"

Art. 26


Aufgaben der zuständigen Stelle der BVE

";"
1

Die zuständige Stelle der BVE vollzieht die Bundesvorschriften über die TWN.



2

Sie übt in Notlagen im Rahmen der kantonalen Stabsorganisation für Katastrophenhilfe und Gesamtverteidigung die Aufsicht über die TWN aus.



3

Sie sorgt für die Schaffung und den Betrieb regionaler Werkhöfe sowie für die Beschaffung von schwerem Material nach den Bundesvorschriften.



4

Sie erstellt den kantonalen Wasserversorgungsatlas und führt ihn periodisch nach.

"
27;"

Art. 27


Aufgaben der Wasserversorgungen

";"
1

Die Wasserversorgungen planen im Rahmen der GWP die Massnahmen gemäss den Bundesvorschriften über die TWN.



2

Die zuständige Stelle der BVE prüft und genehmigt die Planungen.

"
28;"

Art. 28


Bauliche und organisatorische Massnahmen

";"
1

Die Wasserversorgungen treffen für ihren Aufgabenbereich die notwendigen baulichen und organisatorischen Massnahmen im Sinne der Bundesvorschriften.

"
29;"

Art. 29


Aufgaben der Gemeinden

";"
1

Die Gemeinden unterstützen die Massnahmen der Wasserversorgungen für die Sicherstellung der TWN.



2

Sie treffen die ergänzenden organisatorischen und baulichen Massnahmen, beschaffen das Material und stellen die Mittel der Feuerwehr und des Zivilschutzes zur Verfügung. *

"
30;"

Art. 30


Aufsicht

";"
1

Die BVE übt durch die zuständige Stelle der BVE die Aufsicht über den Vollzug dieses Gesetzes aus, soweit der Vollzug nicht anderen Amtsstellen übertragen ist.

"
31;"

Art. 31


Zusammenarbeit

";"
1

Die sich mit der Aufgabe der Wasserversorgung befassenden Direktionen und Ämter des Kantons arbeiten zusammen und stimmen ihre Tätigkeiten aufeinander ab.

"
32;"

Art. 32


Rechtspflege

";"
1

Verfügungen, die gestützt auf dieses Gesetz erlassen werden, können nach den Bestimmungen des Koordinationsgesetzes und des Verwaltungsrechtspflegegesetzes angefochten werden.



2

Für Entschädigungsansprüche aus formeller oder materieller Enteignung, die sich auf dieses Gesetz stützen, gilt die kantonale Gesetzgebung über die Enteignung.

"
33;"

Art. 33


Aufhebung eines Erlasses

";"
1

Die Verordnung über die Wasserversorgung (WVV) vom 16. Dezember 1987 wird aufgehoben.

"
34;"

Art. 34


Inkrafttreten

";"
1

Der Regierungsrat bestimmt den Zeitpunkt des Inkrafttretens.

"
T1-1 *;"

Art. T1-1 *


 

";"
1

Gesuche um Beiträge aus dem Wasserfonds werden nach dem Recht beurteilt, das im Zeitpunkt der vollständigen Gesuchseinreichung gilt.

"
