article_number;article_title;article_text
11;"

Art. 11


Gefahrenanalyse

";"
1

Die Gemeinden erstellen und überarbeiten die Gefahrenanalyse periodisch aufgrund des sich verändernden Gefahrenpotenzials und nach den Vorgaben des BSM. Die Nachführung der Gefahrenanalyse erfolgt dagegen laufend. Das zuständige VKFO sowie das BSM sind über alle Anpassungen der Gefahrenanalyse in Kenntnis zu setzen.

"
12;"

Art. 12


Notfallplanungen

";"
1

Gemeinden mit einem nachgewiesenen Gefahrenpotenzial erstellen insbesondere im Bereich der Naturgefahren Notfallplanungen nach den Vorgaben des BSM und aktualisieren diese laufend.

"
13;"

Art. 13


Einsatzbereitschaft der Führungsorgane

";"
1

Die Einsatzbereitschaft umfasst ein funktionierendes Alarmierungssystem, die Weiterbildung der Führungsorgane und die notwendige Infrastruktur.



2

Die Chefinnen und Chefs der Führungsorgane sind verantwortlich für die Schulung der Angehörigen ihres Führungsorgans, stellen deren Einsatzbereitschaft sicher und prüfen diese periodisch.

"
14;"

Art. 14


Direktionen und Staatskanzlei

";"
1

Die Direktionen und die Staatskanzlei sind verantwortlich für die angemessene Bereitschaft ihrer Verwaltungszweige und Fachpersonen.



2

Sie bestimmen Sachgebietsverantwortliche zur Vorbereitung und Durchführung von Massnahmen zur Bewältigung von Katastrophen und Notlagen sowie zur Aufbereitung von Entscheidungsgrundlagen zuhanden des Regierungsrates.



3

Sie richten Bedürfnisse und Anträge bei Katastrophen und Notlagen, welche nicht in den Zuständigkeitsbereich der POM fallen und einer generellen Koordination bedürfen, an die Delegierte oder den Delegierten des Regierungsrates für Katastrophen und Notlagen.

"
15;"

Art. 15


Koordination der Vorbereitungsmassnahmen

";"
1

Die POM erhebt in Zusammenarbeit mit dem KFO, den Direktionen und der Staatskanzlei den Bedarf an Vorbereitungsmassnahmen in der kantonalen Verwaltung und unterbreitet dem Regierungsrat entsprechende Vorschläge zum Beschluss.

"
16;"

Art. 16


Kommunikationsmittel

";"
1

Die Alarmierungs- und Übermittlungseinrichtungen im Sinne von Artikel 45 KBZG setzen sich zusammen aus





        a
      

        der kantonalen Alarmierungsplattform,
      





        b
      

        den öffentlichen Telekommunikationsnetzen,
      





        c
      

        den Übermittlungsnetzen,
      





        d
      

        den Stellen für den Empfang von Alarmmeldungen,
      





        e
      

        den Sirenenfernsteuerungsanlagen und den Sirenen,
      





        f
      

        den elektronischen Medien,
      





        g
      

        dem Sicherheitsfunksystem POLYCOM,
      





        h
      

        den zusätzlichen Informationsmitteln.
      



2

Für die Mittel der Alarmierung gelten die Vorschriften des Bundes, der Kantonspolizei und des BSM.

"
17;"

Art. 17


Kommunikationsnetze

";"
1

Bei Katastrophen und in Notlagen sowie bei Grossereignissen sind so lange wie möglich die ordentlichen Kommunikationsnetze einzusetzen.



2

Das KFO und die VKFO verwenden primär die übermittlungstechnischen Einrichtungen der Kantonspolizei.



3

Das BSM stellt in Zusammenarbeit mit der Kantonspolizei die notwendigen technischen Kommunikationsflüsse sicher. Es koordiniert insbesondere





        a
      

        die vorsorgliche Einrichtung der Verbindungsmittel,
      





        b
      

        die übergeordneten Netze mit den Organisationen des Bundes,
      





        c
      

        den Betrieb der Netze im Einvernehmen mit den Partnern des Bevölkerungsschutzes,
      





        d
      

        die periodische Überprüfung der Einsatzbereitschaft der Übermittlungseinrichtungen,
      





        e
      

        die periodische Information der Öffentlichkeit über die Alarmierung und die entsprechenden Verhaltensanweisungen.
      

"
18;"

Art. 18


Besondere Übermittlungsnetze

";"
1

Das KFO kann bestehende Übermittlungsnetze insbesondere für Sprachverbindungen schalten lassen.



2

Es kann bei Katastrophen und in Notlagen sowie bei Grossereignissen besondere Netze für zusätzliche und redundante Verbindungen in Betrieb nehmen. Diese sind vorsorglich an geeigneter Stelle mit den Netzen des Bundes zu verbinden.

"
19;"

Art. 19


Kuriersysteme

";"
1

Für den Fall, dass die technischen Systeme versagen, bereiten die Direktionen, die Staatskanzlei, das KFO und die VKFO ein Kuriersystem vor.

"
20;"

Art. 20


Zuständigkeit
      1 POM

";"
1

Die zuständigen Stellen der POM sind in Zusammenarbeit mit den betroffenen Stellen des Bundes und der Gemeinden zuständig für die kantonalen Alarmierungs- und Übermittlungseinrichtungen, insbesondere für den Aufbau, den Betrieb und die Erneuerung der kantonalen Alarmierungsplattform.



2

Sie erlassen, in Absprache mit den direkt betroffenen Partnerorganisationen und im Rahmen von Artikel 27, 44 und 46 KBZG, Vorgaben für





        a
      

        die Nutzungsberechtigung,
      





        b
      

        das Zulassungsverfahren,
      





        c
      

        den Anschluss und den Betrieb,
      





        d
      

        die Kostentragung.
      

"
21;"

Art. 21


2 BSM

";"
1

Das BSM ist die kantonale Koordinationsstelle für die Sirenenalarmierungssysteme des Bundes.



2

Es erlässt zusammen mit der Kantonspolizei die Vorgaben für das Gesamtkonzept, die Beschaffung, den Unterhalt, die Stationierung, die Gruppierung und die Auslösung der Sirenen sowie für die Alarmstelle der Gemeinde.



3

Es ist in Absprache mit der Kantonspolizei verantwortlich für die Statusprüfung der ferngesteuerten Sirenen und deren Auslösungsnetze und informiert die Gemeinden und Partner bei Ausfällen und Defekten.

"
22;"

Art. 22


3 Kantonspolizei

";"
1

Die Kantonspolizei erlässt in Absprache mit den für die Einsatzorganisationen zuständigen kantonalen Stellen die notwendigen technischen Vorgaben für das Aufgebot sowie die Alarmierung von Einsatzkräften und Führungsorganen, die gesicherte Übermittlung und den Sicherheitsfunk.

"
23;"

Art. 23


Zweitverbindung für Notrufe

";"
1

Der Regierungsrat definiert per Beschluss, welche kritischen Infrastrukturen und Anlagen mit grossem Gefahrenpotenzial über eine sichere Zweitverbindung für Notrufe verfügen müssen. Er überprüft und aktualisiert die entsprechende Liste.

"
24;"

Art. 24


Anschluss an die Alarmierungs- und Übermittlungseinrichtungen

";"
1

Amtsstellen, Führungsorgane, die Partnerorganisationen des Bevölkerungsschutzes sowie weitere mit Leistungsvereinbarung eingebundene Organisationen sind im Rahmen ihrer gesetzlichen Aufgaben und auf ihre Kosten zum Anschluss an die Alarmierungs- und die Übermittlungseinrichtungen verpflichtet.

"
25;"

Art. 25


Alarmierung der Bevölkerung

";"
1

Unter Vorbehalt der Vorschriften des Bundes sind folgende Stellen berechtigt, die Alarmierung der Bevölkerung in ihrem Zuständigkeitsgebiet auszulösen:





        a
      

        Organe des Bundes (Nationale Alarmzentrale),
      





        b
      

        spezielle Werke gemäss Dispositiv (Stauanlagen, Atomkraftwerk),
      





        c
      

        Führungsorgane,
      





        d
      

        Kantonspolizei,
      





        e
      

        Feuerwehr.
      



2

Die Auslösung des Alarms erfolgt in der Regel über die Einsatzzentrale der Kantonspolizei. In Ausnahmefällen kann die Auslösung auch lokal erfolgen.



3

Nach der Auslösung des Alarms ist bei der Einsatzzentrale der Kantonspolizei unverzüglich eine ICARO-Meldung gemäss den Vorschriften des Bundes einzureichen.

"
26;"

Art. 26


Besondere Verbindungen

";"
1

Die Kantonspolizei unterhält für Meldungen der Nationalen Alarmzentrale, der anderen Kantone und der Werke mit grossem Gefahrenpotenzial besondere Verbindungen.

"
27;"

Art. 27


Standards

";"
1

Die Partnerorganisationen des Bevölkerungsschutzes legen gemeinsame Standards zur Zusammenarbeit (Führungssprache, Material usw.) fest.



2

Dabei sind die Vorgaben bzw. Standards der Regierungskonferenz Militär, Zivilschutz und Feuerwehr, der Konferenz der kantonalen Justiz- und Polizeidirektorinnen und -direktoren und der Konferenz der kantonalen Gesundheitsdirektorinnen und -direktoren angemessen zu berücksichtigen.

"
28;"

Art. 28


Führungsausbildung

";"
1

Das KFO koordiniert zusammen mit den Partnerorganisationen des Bevölkerungsschutzes und mit den zuständigen Organen des Bundes die Führungsausbildungen im Rahmen dieser Verordnung.

"
29;"

Art. 29


KFO und VKFO

";"
1

Das BSM stellt die Ausbildung des KFO und der VKFO sicher und koordiniert die Ausbildung des Personals gemäss Artikel 1 Absatz 4 im Bereich des Bevölkerungsschutzes.



2

Es unterstützt die VKFO bei der Vorbereitung von VKFO-Übungen. Es überprüft deren Einsatzbereitschaft in Zusammenarbeit mit den Regierungsstatthalterinnen und Regierungsstatthaltern.



3

Es ist Bewilligungsinstanz für die Ausbildungen der VKFO.

"
30;"

Art. 30


RFO und GFO

";"
1

Das BSM bietet Ausbildungsangebote für RFO und GFO an.



2

Es unterstützt die Regierungsstatthalterinnen und Regierungsstatthalter bei der periodischen Überprüfung der Einsatzbereitschaft der RFO und GFO und formuliert dazu die notwendigen Vorgaben.

"
31;"

Art. 31


Dienstleistungen zu Gunsten Dritter

";"
1

Das BSM kann zu Gunsten Dritter Dienstleistungen im Bereich der Ausbildung anbieten.



2

Der Aufwand ist kostendeckend zu verrechnen.

"
32;"

Art. 32


KFO

";"
1

Bei Gefährdungen oder Ereignissen gemäss Artikel 9 KBZG oder subsidiär auf Ersuchen von Verwaltungskreisen setzt der Regierungsrat das KFO ein.



2

Ist Gefahr in Verzug oder besteht zeitliche Dringlichkeit, werden die Kompetenzen der Chefin oder des Chefs KFO gemäss Artikel 18 Absatz 4 KBZG an die Chefin oder den Chef Führungsstab delegiert.



3

Sind für die Bewältigung eines Grossereignisses keine überregionalen Mittel oder Bundesmittel notwendig und kann eine Instandstellung mit lokalen Kräften vollzogen werden, kann auf den Einsatz des KFO verzichtet werden.



4

Sind für lokale oder regionale Ereignisse kantonale Mittel oder Bundesmittel zur Bewältigung notwendig, koordiniert das KFO selbständig und informiert den Regierungsrat bei der nächsten sich bietenden Gelegenheit.

"
33;"

Art. 33


Zuständigkeiten vor dem Einsatz des KFO

";"
1

Solange das KFO nicht im Einsatz steht, koordiniert





        a
      

        das BSM die Zuteilung der Einsatzmittel des Bundes und des Kantons,
      





        b
      

        das Kantonsarztamt die Mittel des Gesundheitswesens,
      





        c
      

        die Gebäudeversicherung Bern (GVB) die Mittel der Feuerwehren.
      



2

Das BSM nimmt dabei folgende Aufgaben wahr:





        a
      

        es unterstützt die Kantonspolizei beim Betrieb des Lagebüros,
      





        b
      

        es überprüft im Rahmen der Nachbearbeitung von Katastrophen und Notlagen, ob die Ziele für die Einsatzmittel und die Führung erreicht worden sind,
      





        c
      

        es koordiniert die überörtliche Hilfe der Mittel des Zivilschutzes.
      

"
34;"

Art. 34


Katastrophen und Grossereignisse

";"
1

Bei Katastrophen und Grossereignissen übernimmt die Kantonspolizei die Gesamteinsatzleitung bzw. die Einsatzkoordination «Front», bis die Verantwortung nach vorgängiger Absprache an das zuständige Führungsorgan übergeben werden kann.



2

Sie stellt die Erstinformation sicher und trifft Sofortmassnahmen zur Verbreitung von Verhaltensanweisungen an die Bevölkerung.



3

Sie stellt die notwendigen Führungseinrichtungen zur Verfügung.



4

Sie bestimmt nach vorgängiger Absprache den Zeitpunkt der Übergabe der Koordination der Ereignisbewältigung an das zuständige Führungsorgan.



5

Sie kann Führungsorgane zur Unterstützung beiziehen.

"
35;"

Art. 35


Grossanlässe

";"
1

Sind bei Grossanlässen Bereitschaft und Einsätze der Partnerorganisationen des Bevölkerungsschutzes über die örtlichen/regionalen Einsatzkräfte hinaus notwendig oder betroffen, legt die Chefin oder der Chef des Führungsstabs KFO unter Berücksichtigung der aktuellen Lage im Kanton und in Absprache mit den für die Einsatzorganisationen zuständigen kantonalen Stellen die kantonsseitige Führungsorganisation fest. Sie oder er bringt diese dem Regierungsrat zur Kenntnis.



2

Bei Katastrophen und Grossereignissen während einem Grossanlass wird in der gemäss Absatz 1 festgelegten Führungsorganisation gearbeitet. Die Einsatzleitung richtet sich nach Artikel 34.

"
36;"

Art. 36


Lage

";"
1

Die im Einsatz stehenden Führungsorgane aller Stufen informieren die unter- und übergeordneten Stellen sowie die benachbarten Regionen laufend über die Entwicklung der Lage.



2

Im Einsatz und bei Gefahr informieren die Regierungsstatthalterinnen und Regierungsstatthalter die betroffenen GFO, RFO und das KFO laufend über die Entwicklung der Lage in ihrem Verwaltungskreis.

"
37;"

Art. 37


Information

";"
1

Der Regierungsrat bestimmt bei Katastrophen, in Notlagen und bei Grossereignissen im Aufgabenbereich mehrerer Direktionen die Zuständigkeiten und regelt die Kommunikation.

"
38;"

Art. 38


Delegierte oder Delegierter des Regierungsrates

";"
1

Die Delegierte oder der Delegierte des Regierungsrates für Katastrophen und Notlagen stellt die Verbindung des KFO zum Regierungsrat sowie zu den Direktionen sicher und sorgt für die Bearbeitung von dringlichen Regierungsbeschlüssen und direktionsübergreifenden Geschäften.



2

Im Einsatz gehört sie oder er dem Führungsstab des KFO sowie den Sonderstäben gemäss Artikel 16 Absatz 3 KBZG mit beratender Stimme an.

"
39;"

Art. 39


Grundsätze

";"
1

Die gemäss Spitalversorgungsgesetz vom 13. Juni 2013 (SPVG)[2] zuständigen Institutionen schaffen Voraussetzungen, dass Patientinnen und Patienten auch bei Katastrophen und in Notlagen nach Möglichkeit





        a
      

        nach individualmedizinischen Grundsätzen behandelt, gepflegt und betreut werden können,
      





        b
      

        spätestens nach sechs Stunden in ein Spital eingewiesen werden,
      





        c
      

        innert 24 Stunden in einem Spital behandelt werden.
      

"
40;"

Art. 40


Medizinisches Laienpersonal

";"
1

Bei Katastrophen und in Notlagen können neben dem ordentlichen medizinischen und paramedizinischen Berufspersonal Personen eingesetzt werden, welche sanitätsdienstlich ausgebildet sind und für Betreuungs- sowie Assistenzaufgaben eingesetzt werden können.

"
41;"

Art. 41


Koordinierter Sanitätsdienst

";"
1

Das Kantonsarztamt plant und leitet den Koordinierten Sanitätsdienst.



2

Es koordiniert unter Mithilfe der Sanitätsnotrufzentrale die Belegung von Spitalbetten bei Katastrophen, in Notlagen und bei Grossereignissen.

"
42;"

Art. 42


Vertretung Gesundheitswesen im KFO

";"
1

Die Vertretung des Gesundheitswesens im Führungsstab des KFO ist verantwortlich für die personelle und materielle Sicherstellung der für die Aktionsräume notwendigen Mittel und Infrastrukturen analog zum Normalfall.



2

Sie beantragt beim Regierungsrat die Einschränkung oder Aufhebung der freien Arzt- und Spitalwahl.



3

Ihr steht zur Erfüllung ihrer Aufgaben Personal der Gesundheits- und Fürsorgedirektion (GEF) und die Sanitätsnotrufzentrale (SNZ) zur Verfügung.

"
43;"

Art. 43


Schulung

";"
1

Das Kantonsarztamt sorgt für die Aus- und Weiterbildung des Personals für Katastrophen, Notlagen und Grossereignisse.



2

Es verpflichtet die Rettungsdienste, die Spitäler, die Kliniken und die Heime zur Zusammenarbeit.

"
44;"

Art. 44


GEF

";"
1

Die GEF sorgt im Interesse der Versorgungssicherheit für die Bereitstellung der erforderlichen personellen Mittel sowie für die ärztliche Notfallorganisation und die Organisation des Rettungswesens.



2

Sie sorgt im Interesse der Versorgungssicherheit für die Organisation der Vorratshaltung und die Versorgung der Spitäler mit Medikamenten und sanitätsdienstlichem Verbrauchsmaterial.



3

Sie bestimmt die Art und Menge der Medikamente und Verbrauchsmaterialien.

"
45;"

Art. 45


Spitäler, Kliniken und Rettungsdienste

";"
1

Die Spitäler, Kliniken und Rettungsdienste erstellen einen Notfall- und Katastrophenplan für die Bewältigung von Katastrophen, Notlagen und Grossereignissen und stellen die dazu erforderlichen Mittel und Infrastrukturen bereit.



2

Die GEF legt die Vorgaben fest.

"
46;"

Art. 46


 

";"
1

Die Feuerwehr ist ein Einsatzmittel der ersten Stunde. Ihr Einsatz deckt in der Regel die ersten 24 Stunden nach der Alarmierung ab. Länger dauernde Einsätze werden schwergewichtig durch den Zivilschutz und weitere Mittel der Gemeinden und des Kantons geleistet.



2

Die GVB regelt zusammen mit dem BSM die Schnittstellen und die Ablösung.

"
47;"

Art. 47


Aufgabe und Einsatz

";"
1

Die psychologische und seelsorgerliche erste Hilfe oder Nothilfe bei traumatisierenden Alltagsereignissen, Grossereignissen, Katastrophen und in Notlagen umfasst





        a
      

        die Betreuung von Menschen mit psychischen Reaktionen,
      





        b
      

        die psychische Gesunderhaltung von Einsatzkräften,
      





        c
      

        die Unterstützung bei der Vermittlung einer allfälligen Nachbetreuung.
      



2

Eine allfällige Nachbetreuung der Betroffenen erfolgt im Rahmen des ordentlichen Gesundheitswesens und der seelsorgerlichen Strukturen durch entsprechende Fachpersonen und -institutionen.

"
48;"

Art. 48


Zuständigkeit und Organisation

";"
1

Das BSM betreibt eine Geschäftsstelle für die nötigen Vorbereitungs- und Koordinationsmassnahmen zur Sicherstellung der psychologischen und seelsorgerlichen ersten Hilfe.



2

Dieser obliegen die Führung, Rekrutierung sowie die Aus- und Weiterbildung des für die Nothilfe und Betreuung eingesetzten Care-Teams des Kantons Bern.

"
49;"

Art. 49


Dienstleistung im Care-Team

";"
1

Die Mitglieder des Care-Teams leisten ihren Dienst in der Regel im Rahmen von Militär- oder Schutzdienstleistungen.



2

Nicht dienstpflichtige Mitglieder des Care-Teams werden unter Vorbehalt von Artikel 15 des Bundesgesetzes vom 4. Oktober 2002 über den Bevölkerungsschutz und den Zivilschutz (Bevölkerungs- und Zivilschutzgesetz, BZG)[3] und Artikel 3 der Kantonalen Verordnung vom 3. Dezember 2014 über den Zivilschutz (Kantonale Zivilschutzverordnung, KZSV)[4] als Freiwillige in den Zivilschutz eingeteilt.

"
50;"

Art. 50


Schutz suchende Personen

";"
1

Schutz suchende Personen sind Zivilpersonen, die infolge einer Katastrophe, Notlage oder eines Grossereignisses obdachlos sind und betreut werden müssen.

"
51;"

Art. 51


Auftrag

";"
1

Die Betreuung umfasst die Zuweisung einer Unterkunft, die Verpflegung, die Bekleidung, sanitätsdienstliche Massnahmen sowie die Sorge für das Wohlergehen der beherbergten Personen.

"
52;"

Art. 52


Gemeinden

";"
1

Die Gemeinden sind bei Katastrophen, Notlagen und Grossereignissen für die Unterbringung und Betreuung von Schutz suchenden Zivilpersonen zuständig und stellen dafür ihre geeignete Infrastruktur zur Verfügung.

"
53;"

Art. 53


Beteiligte Stellen

";"
1

Bei der Betreuung Schutz suchender Personen arbeiten zusammen





        a
      

        die zuständigen kantonalen und kommunalen Amtsstellen und deren Organisationen,
      





        b
      

        der Zivilschutz,
      





        c
      

        die vom Bund zugewiesenen Mittel,
      





        d
      

        Dritte.
      



2

Die POM ist zuständig für die Erarbeitung und den Vollzug der Betreuungskonzepte für Schutz suchende Personen auf kantonaler Stufe und erlässt entsprechende Weisungen. Dafür arbeitet sie mit der GEF zusammen.



3

Sie berät die Vollzugsorgane und unterstützt die Schulung der Kader und der Fachpersonen.

"
54;"

Art. 54


Vorbereitung

";"
1

Die Aufnahme und Unterbringung von Schutz suchenden Personen basieren grundsätzlich auf bestehenden Strukturen und Einrichtungen und sind auf allen Stufen zu planen.

"
55;"

Art. 55


 

";"
1

Der Veterinärdienst sorgt in Umsetzung der eidgenössischen und kantonalen Tierseuchengesetzgebung für die Bereitstellung der erforderlichen personellen und materiellen Mittel für die Bewältigung von tierseuchenbedingten Katastrophen, Notlagen und Grossereignissen, indem er





        a
      

        die erforderlichen Vorsorgekonzepte erstellt,
      





        b
      

        die Zusammenarbeit mit den übrigen kantonalen Institutionen sicherstellt,
      





        c
      

        für die Aus- und Weiterbildung des Personals für die Bekämpfung von Tierseuchenausbrüchen sorgt,
      





        d
      

        Art und Menge von Infrastruktur, Medikamenten und Verbrauchsmaterialien bestimmt und für die Organisation der Vorratshaltung und die Verteilung sorgt,
      





        e
      

        zusammen mit dem Tierspital einen Nutzungsplan für dessen Infrastruktur erstellt.
      



2

Bei den übrigen Katastrophen, Notlagen und Grossereignissen unterstützt der Veterinärdienst die zuständigen Institutionen, soweit Tierhaltungen, Schlacht- und Entsorgungsbetriebe betroffen sind. Er kann dafür Empfehlungen für Tierhalterinnen und Tierhalter erstellen.

"
