article_number;article_title;article_text
11;"

Art. 11


Überörtliche Hilfe

";"
1

Die von einer Katastrophe oder Notlage betroffene Gemeinde kann über das zuständige Führungsorgan beim Kanton subsidiär überörtliche Hilfe anfordern.



2

Die Gemeinden sind im Rahmen ihrer Möglichkeiten zur überörtlichen und interkantonalen Hilfe sowie zur Hilfe im grenznahen Ausland verpflichtet.

"
12;"

Art. 12


Interkantonale und grenzüberschreitende Hilfe

";"
1

Interkantonale Hilfe wird durch den Kanton koordiniert.



2

Hilfe im grenznahen Ausland wird durch den Kanton im Auftrag des Bundes koordiniert.



3

Der Regierungsrat schliesst entsprechende Vereinbarungen ab.

"
13;"

Art. 13


Vorbereitung auf Ereignisse

";"
1

Die Behörden bereiten sich unter Einbezug der Partnerorganisationen und aufgrund der Gefahrenanalyse auf die Bewältigung von Katastrophen, Notlagen und Grossereignissen vor. Die Vorbereitung beinhaltet





        a
      

        die Bildung von Führungsorganen und Führungsstrukturen,
      





        b
      

        Notfallplanungen,
      





        c
      

        die Bereithaltung und Koordination von Material und Infrastrukturen durch alle Partnerorganisationen.
      



2

Die zuständige Stelle der Polizei- und Militärdirektion koordiniert die Vorbereitungsmassnahmen.



3

Der Kanton kann finanzielle Beiträge an die Erstellung der Notfallplanungen leisten. Der Regierungsrat regelt die Einzelheiten durch Verordnung.

"
14;"

Art. 14


Alarmierung

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion ist im Bereich der Alarmierung zuständig für die Beschallungsplanung und für die Koordination der Beschaffung der Sirenenanlagen nach den Vorgaben des Bundes.



2

Die Gemeinden sind zuständig für die Alarmierung der Bevölkerung gemäss den Vorgaben des Kantons.



3

Sie sorgen auf ihrem Gemeindegebiet für den Empfang und die Verbreitung der Alarmierung und der Verhaltensanweisungen. Sie unterhalten ihre Alarmierungsmittel.

"
15;"

Art. 15


Verträge

";"
1

Der Regierungsrat schliesst mit anderen Kantonen, Gemeinden, privaten Institutionen und Einzelpersonen Leistungsverträge über die Vorbereitungsmassnahmen ab, die auch die finanziellen Verpflichtungen des Kantons regeln.

"
16;"

Art. 16


Organe und Mittel

";"
1

Der Regierungsrat verfügt zur Bewältigung von Katastrophen und Notlagen insbesondere über





        a
      

        das Kantonale Führungsorgan (KFO),
      





        b
      

        die kantonale Verwaltung, ihre Betriebe sowie das öffentliche und das private Gesundheitswesen,
      





        c
      

        die kantonal organisierten Formationen des Bevölkerungsschutzes,
      





        d
      

        die vom Bund zugewiesenen Mittel,
      





        e
      

        private Institutionen und Einzelpersonen.
      



2

Er kann kommunale Formationen der Partnerorganisationen aufbieten, einsetzen und deren Entschädigung festlegen.



3

Er kann für die Bewältigung besonderer Ereignisse wie Pandemien, Seuchen und Flüchtlingsströme Sonderstäbe einsetzen.



4

Für die Bewältigung von Grossereignissen werden in erster Linie die Blaulichtformationen eingesetzt. Sie werden von den übrigen Partnerorganisationen und den Führungsorganen der betroffenen Gemeinden und Kreise unterstützt. Die Einsatzkoordination erfolgt durch die Kantonspolizei.



5

Die Staatsschreiberin oder der Staatsschreiber ist Delegierte oder Delegierter des Regierungsrates für Katastrophen und Notlagen.

"
17;"

Art. 17


Kantonales Führungsorgan (KFO)
      1. Organisation

";"
1

Der Regierungsrat legt die Organisation des KFO und die Zuständigkeiten durch Verordnung fest und regelt die Ausbildung, die Finanzierung, die Befugnisse und die Versicherung. Er umschreibt die Grundaufträge.



2

Er ernennt die Chefin oder den Chef des KFO, die Stellvertreterin oder den Stellvertreter sowie die Mitglieder der Kerngruppe.



3

Er bezeichnet die Geschäftsstelle des KFO.

"
18;"

Art. 18


2. Befugnisse

";"
1

Das KFO trägt die Gesamtverantwortung für den Vollzug des Bevölkerungsschutzes im Kanton Bern.



2

Die Chefin oder der Chef des KFO ist befugt, im Rahmen von Artikel 17 Absatz 1 Aufträge auf Stufe Kanton zu erteilen.



3

Sie oder er kann die benötigten Fachleute aus der kantonalen Verwaltung und nach Rücksprache mit den zuständigen Stellen aus den Gemeinden und bei Dritten anfordern und einsetzen.



4

Ist Gefahr in Verzug oder Dringlichkeit geboten, handelt die Chefin oder der Chef des KFO selbstständig gemäss Artikel 17 Absatz 1 und informiert den Regierungsrat.

"
19;"

Art. 19


Führungsorgane unterer Stufen

";"
1

Der Regierungsrat erlässt Vorgaben zur Struktur der Verwaltungskreisführungsorgane (VKFO) und der Führungsorgane der Gemeinden.



2

Er regelt deren Ausbildung, Finanzierung und Versicherung.



3

Er erlässt Vorgaben zur Überprüfung der Einsatzbereitschaft der VKFO.

"
20;"

Art. 20


Aufgaben

";"
1

Die Regierungsstatthalterinnen und Regierungsstatthalter organisieren die Führung und Koordination im Verwaltungskreis.



2

Sie erfüllen bei Katastrophen, in Notlagen und bei Grossereignissen Führungs- und Koordinationsaufgaben in ihrem Zuständigkeitsbereich.



3

Sie überprüfen periodisch die Vorbereitungen und die Einsatzbereitschaft der kommunalen Führungsorgane und Einsatzformationen sowie der Alarmstellen der Gemeinden nach den Vorgaben und in Zusammenarbeit mit der zuständigen Stelle der Polizei- und Militärdirektion.

"
21;"

Art. 21


Organe und Mittel

";"
1

Die Regierungsstatthalterinnen und Regierungsstatthalter verfügen zur Bewältigung von Katastrophen, Notlagen und Grossereignissen insbesondere über das VKFO oder die für die Bewältigung von Koordinationsaufgaben erforderliche personelle Unterstützung und über die vom Kanton zugewiesenen Mittel.



2

Sie bestimmen bei Bedarf die Einsatzkoordinatorin oder den Einsatzkoordinator vor Ort.



3

Sie können nach Rücksprache mit den zuständigen Stellen weitere Mittel über das KFO anfordern oder vermitteln.

"
22;"

Art. 22


Verantwortung

";"
1

Die Gemeinden sind verantwortlich für die Bewältigung von Katastrophen und Notlagen in ihrem Gebiet.

"
23;"

Art. 23


Aufgaben

";"
1

Die Gemeinden ermitteln periodisch das vorhandene Gefahren- und Gefährdungspotenzial nach den Vorgaben der zuständigen Stelle der Polizei- und Militärdirektion.



2

Sie treffen die erforderlichen Vorbereitungsmassnahmen gemäss Artikel 13 und stellen die Mittel zur Ereignisbewältigung bereit.



3

Das zuständige Organ legt die Notorganisation, die Aufgaben und Kompetenzen des Führungsorgans sowie die zu treffenden Notfallplanungen gemäss Artikel 13 Absatz 1 fest.

"
24;"

Art. 24


Organe und Mittel

";"
1

Der Gemeinderat verfügt zur Bewältigung von Katastrophen und Notlagen insbesondere über





        a
      

        das Führungsorgan der Gemeinde,
      





        b
      

        die Pikettdienste,
      





        c
      

        die Gemeindeverwaltung und ihre Betriebe,
      





        d
      

        die Polizeiorgane der Gemeinde,
      





        e
      

        die Feuerwehr,
      





        f
      

        die Zivilschutzorganisation,
      





        g
      

        die vom Kanton zugewiesenen Mittel,
      





        h
      

        vertraglich verpflichtete private Institutionen und Einzelpersonen,
      





        i
      

        die Alarmstelle der Gemeinde.
      



2

Er kann bei den zuständigen Stellen Fachleute anfordern und einsetzen.

"
25;"

Art. 25


Regionales Führungsorgan

";"
1

Mehrere Gemeinden können innerhalb eines Verwaltungskreises gemeinsam ein regionales Führungsorgan (RFO) bilden.



2

Die Bildung eines RFO, das Gemeinden verschiedener Verwaltungskreise umfasst, erfordert die vorgängige Bewilligung der Polizei- und Militärdirektion.

"
26;"

Art. 26


Überörtliche Führung

";"
1

Die Führungs- und Koordinationsaufgaben werden bei gemeinde- oder regionsübergreifenden Katastrophen und Notlagen unter Vorbehalt von Artikel 4 durch das VKFO oder das KFO übernommen.



2

Die Einsatzverantwortung liegt bei der betroffenen Gemeinde. Die Einsatzführung wird durch die eingesetzten Formationen wahrgenommen.

"
27;"

Art. 27


 

";"
1

Die Polizeiorgane des Kantons und der Gemeinden erfüllen ihre Aufgaben bei Katastrophen, in Notlagen und bei Grossereignissen gemäss dem Polizeigesetz vom 8. Juni 1997 (PolG)[5].



2

Ihnen obliegen die ersten Koordinationsaufgaben im Schadengebiet.



3

Die Kantonspolizei





        a
      

        betreibt die kantonale Alarmierungsplattform und stellt für das ganze Kantonsgebiet den Empfang und die Weitergabe von Schaden-, Warn- und Alarmmeldungen sicher,
      





        b
      

        empfängt rund um die Uhr Meldungen aller Art, trifft erste Führungsmassnahmen und alarmiert bzw. mobilisiert Führungsorgane und Einsatzmittel,
      





        c
      

        sammelt die eingehenden Informationen und beschafft Nachrichten zuhanden des KFO,
      





        d
      

        gewährleistet insbesondere über die öffentlichen Telekommunikationsnetze sowie über das kantonale Sicherheitstelekommunikationsnetz die Verbindungen vom KFO zum Bund, zu den Direktionen und der Staatskanzlei, den VKFO und zu den Alarmstellen und Führungsorganen der Gemeinden,
      





        e
      

        hält sich bereit, vorübergehend einzelne Verbindungen sicherzustellen und mobile Kommandoposten zu betreiben,
      





        f
      

        führt eine Übersicht über die verfügbaren personellen und materiellen Einsatz- und Führungsmittel des Kantons.
      



4

Abweichende vertragliche Vereinbarungen bleiben vorbehalten.

"
28;"

Art. 28


 

";"
1

Die Feuerwehr erfüllt ihre Aufgaben bei Katastrophen, in Notlagen und bei Grossereignissen gemäss dem Feuerschutz- und Feuerwehrgesetz vom 20. Januar 1994 (FFG)[6] .

"
29;"

Art. 29


Institutionen des Gesundheitswesens

";"
1

Die öffentlichen und privaten Institutionen des Gesundheitswesens, namentlich Spitäler, Rettungsdienste, Arztpraxen, Apotheken, erfüllen ihre Aufgaben im Rahmen des Koordinierten Sanitätsdienstes (KSD) zur Gewährleistung der sanitätsdienstlichen Versorgung der Bevölkerung.

"
30;"

Art. 30


Koordinierter Sanitätsdienst

";"
1

Der KSD koordiniert bei Katastrophen, in Notlagen und bei Grossereignissen die eingesetzten sanitätsdienstlichen Mittel des öffentlichen Gesundheitswesens, privater Organisationen und des Bundes.



2

Die zuständige Stelle der Gesundheits- und Fürsorgedirektion leitet den KSD und ordnet die notwendigen Massnahmen an. Artikel 31 bleibt vorbehalten.

"
31;"

Art. 31


Zuständigkeiten

";"
1

Der Regierungsrat ist bei Katastrophen und in Notlagen ermächtigt,





        a
      

        die freie Arzt- und Spitalwahl einzuschränken oder aufzuheben,
      





        b
      

        die Spitäler zur Aufnahme der ihnen zugewiesenen Patientinnen und Patienten zu verpflichten,
      





        c
      

        das berufstätige Medizinal-, Pflege- und Fachpersonal am Arbeitsplatz oder in einer dem Wohnsitz nahegelegenen sanitätsdienstlichen Einrichtung zum Dienst zu verpflichten.
      



2

Er kann den Kanton in sanitätsdienstliche Räume unterteilen.



3

Die zuständige Stelle der Gesundheits- und Fürsorgedirektion legt nach Vorgabe des Bundes und in Absprache mit der zuständigen Stelle der Polizei- und Militärdirektion sowie den Eigentümerinnen und Eigentümern Anzahl, Standorte, Ausrüstung und Betriebsbereitschaft der geschützten sanitätsdienstlichen Einrichtungen fest und regelt deren Unterhalt durch einen Leistungsvertrag.

"
32;"

Art. 32


 

";"
1

Die technischen Betriebe stellen auf der Grundlage ihrer rechtlichen Verpflichtungen das Funktionieren ihrer Einrichtungen sicher.

"
33;"

Art. 33


 

";"
1

Der Zivilschutz erfüllt seine Aufgaben als Partnerorganisation des Bevölkerungsschutzes bei Katastrophen, in Notlagen, bei Grossereignissen und Grossanlässen gemäss Artikel 3 Buchstabe e BZG.



2

Er unterstützt die anderen Partnerorganisationen nach deren Bedarf und gemäss seinen Mitteln und Möglichkeiten bei der Bewältigung von Katastrophen, Notlagen, Grossereignissen und Grossanlässen.

"
34;"

Art. 34


 

";"
1

Der Regierungsrat kann beim Eidgenössischen Departement für Verteidigung, Bevölkerungsschutz und Sport die Armee zur Hilfeleistung bei Katastrophen, in Notlagen und bei Grossereignissen anfordern.



2

Für Fälle der zeitlichen Dringlichkeit kann der Regierungsrat seine Befugnisse an das KFO delegieren.



3

Spontanhilfe der Armee gemäss den Vorgaben des Bundes bleibt vorbehalten.

"
35;"

Art. 35


 

";"
1

Bei Katastrophen und in Notlagen sind für die Information der Öffentlichkeit verantwortlich





        a
      

        auf Kantonsebene der Regierungsrat,
      





        b
      

        auf Ebene des Verwaltungskreises die Regierungsstatthalterin oder der Regierungsstatthalter,
      





        c
      

        auf Gemeindeebene der Gemeinderat.
      



2

Die Staatskanzlei koordiniert die Information, insbesondere mit den Fachorganen des Bundes, den Nachbarkantonen und der Armee.



3

Sie berät den Regierungsrat und die zuständigen Organe bei der Information der Öffentlichkeit.

"
36;"

Art. 36


Betreuung von Schutz suchenden Personen

";"
1

Kanton und Gemeinden stellen Einrichtungen für die Unterbringung, Verpflegung und Betreuung von Schutz suchenden Personen zur Verfügung.



2

Der Regierungsrat ist zuständig für





        a
      

        die Auslösung stufengerechter Vorbereitungsmassnahmen,
      





        b
      

        die Standortwahl und den Betrieb von kantonalen Betreuungszentren,
      





        c
      

        die Verteilung von Schutz suchenden Personen auf die Gemeinden.
      



3

Er kann Gemeinden verpflichten, Schutz suchende Personen kurzfristig unterzubringen, zu verpflegen und zu betreuen.



4

Für die Verpflegung und Betreuung Schutz suchender Personen können Kanton und Gemeinden die Dienste von Hilfswerken, kirchlichen Organisationen oder freiwilligen Helferinnen und Helfern in Anspruch nehmen.

"
37;"

Art. 37


Psychologische und seelsorgerliche Betreuung

";"
1

Der Regierungsrat legt die Massnahmen zur psychologischen und seelsorgerlichen Betreuung des eingesetzten Personals sowie der Opfer und deren Angehörigen fest.

"
38;"

Art. 38


Befugnisse

";"
1

Die Behörden sind befugt, die erforderlichen Mittel (bewegliche und unbewegliche Sachen sowie Tiere) durch Requisition zu beschaffen, wenn bei Katastrophen oder in Notlagen die öffentlichen Mittel nicht mehr ausreichen und private Mittel nicht auf andere Art zu annehmbaren Bedingungen beschafft werden können.



2

Eine Requisitionsverfügung ist sofort vollstreckbar. Das Verfügungsrecht über die requirierten Mittel geht gegen Entschädigung an die Behörde über.



3

Die Befugnisse des Bundes bleiben vorbehalten.

"
39;"

Art. 39


Haftung und Entschädigung

";"
1

Die Haftung der Eigentümerin oder des Eigentümers bzw. der Halterin oder des Halters übernimmt die requirierende Behörde.



2

Für Gebrauch, Wertverminderung oder Verlust der requirierten Mittel wird eine angemessene Entschädigung entrichtet.

"
40;"

Art. 40


Allgemeine Aufgaben

";"
1

Kanton, Gemeinden und die Wirtschaft erfüllen die ihnen durch Gesetz übertragenen Aufgaben im Bereich der wirtschaftlichen Landesversorgung und sorgen für die ständige Bereitschaft der benötigten Organe und Mittel.

"
41;"

Art. 41


Kanton

";"
1

Die dem Kanton obliegenden Aufgaben werden von den in der Sache zuständigen Direktionen, der Staatskanzlei und den Regierungsstatthalterinnen und Regierungsstatthaltern wahrgenommen.



2

Die zuständige Stelle der Polizei- und Militärdirektion leitet, koordiniert und beaufsichtigt die Massnahmen der Vollzugsorgane.



3

Der Regierungsrat kann den zuständigen kantonalen Vollzugsorganen je nach Situation und so lange erforderlich weiteres Personal aus der kantonalen Verwaltung samt Infrastruktur zuteilen.

"
42;"

Art. 42


Gemeinden

";"
1

Die Gemeinden bezeichnen eine zuständige Stelle und legen deren Organisation nach den Vorgaben des Kantons fest.



2

Sie bereiten auf Anweisung der zuständigen Stelle der Polizei- und Militärdirektion den Bewirtschaftungsfall vor.

"
43;"

Art. 43


Wirtschaft

";"
1

Die Wirtschaft ist verpflichtet, den zuständigen kantonalen Amtsstellen über den Vollzug der vom Bund angeordneten Massnahmen der wirtschaftlichen Landesversorgung jederzeit nach Massgabe des Bundesrechts Auskunft zu erteilen.

"
44;"

Art. 44


Einrichtungen und Material

";"
1

Kanton, Gemeinden und Partnerorganisationen beschaffen und unterhalten in ihrem Zuständigkeitsbereich das zur Bewältigung von Katastrophen, Notlagen und Grossereignissen benötigte Material sowie die erforderlichen Einrichtungen.



2

Der Regierungsrat legt die Aufgaben und Zuständigkeiten durch Verordnung fest.

"
45;"

Art. 45


Kommunikationsmittel

";"
1

Wer eine Alarmierungs- oder Übermittlungseinrichtung betreibt, ist verpflichtet, Alarme und Meldungen jederzeit weiterzuleiten.



2

Bei Katastrophen, in Notlagen und bei Grossereignissen dient das kantonale Sicherheitskommunikationsnetz vor allem den Bedürfnissen der Partnerorganisationen und der Verwaltung von Kanton, Verwaltungskreisen und Gemeinden.



3

Die Benützerinnen und Benützer stellen das erforderliche Bedienungspersonal für die Kommunikationsmittel sicher und sorgen nach den Richtlinien der zuständigen Stelle der Polizei- und Militärdirektion für die fachliche Ausbildung.

"
46;"

Art. 46


Kommunikation und Software

";"
1

Der Regierungsrat bestimmt, welche Kommunikationsmittel und Schnittstellen zu den Gemeinden und Partnerorganisationen bei Katastrophen und in Notlagen im Kanton betrieben werden und welche Software eingesetzt wird.



2

Er legt fest, welche Leistungen Anbieterinnen und Anbieter von Kommunikationsmitteln und Software bei Katastrophen und in Notlagen zu erbringen haben.



3

Erfordert es eine Katastrophe oder Notlage, so kann er das notwendige Personal zum Dienst verpflichten.

"
47;"

Art. 47


Organisationsstruktur

";"
1

Die Gemeinden bilden eigene oder regionale Zivilschutzorganisationen.



2

Die Zivilschutzorganisationen umfassen mindestens 11 000 Einwohnerinnen und Einwohner mit mindestens 80 aktiv eingeteilten Schutzdienstpflichtigen.



3

Der Regierungsrat legt die Standardstruktur fest.



4

Regionale Zivilschutzorganisationen haben die Grenzen der Verwaltungskreise einzuhalten.



5

In besonderen Fällen kann die Polizei- und Militärdirektion Ausnahmen bewilligen.

"
48;"

Art. 48


Kantonale Formation

";"
1

Die zuständige Stelle der Polizei- und Militärdirektion bildet kantonale Formationen für besondere, in der Zuständigkeit des Kantons liegende Aufgaben.

"
49;"

Art. 49


Zuteilung, Einteilung

";"
1

Alle Schutzdienstpflichtigen werden anlässlich der Rekrutierung durch den Bund einer Grundfunktion zugeteilt und in diejenige Zivilschutzorganisation eingeteilt, der ihre Wohngemeinde angehört.



2

Personen, die eingebürgert werden und bei der Einbürgerung älter als 25 Jahre sind, werden von den Gemeinden der zuständigen Stelle der Polizei- und Militärdirektion zur Rekrutierung gemeldet.



3

Die Zivilschutzorganisation entscheidet je nach Bedarf über die Einteilung zur Dienstleistung in der eigenen Zivilschutzorganisation bzw. über die direkte Einteilung in die nicht ausgebildete Reserve oder auf Ersuchen hin über die Einteilung zur Dienstleistung in einer benachbarten Zivilschutzorganisation.



4

Gegen den Entscheid der Zivilschutzorganisation kann beim zuständigen Gemeindeorgan und gegen dessen Entscheid bei der Polizei- und Militärdirektion Beschwerde geführt werden. Diese entscheidet kantonal letztinstanzlich.



5

Die zuständige Stelle der Polizei- und Militärdirektion entscheidet über die Einteilung in die kantonalen Formationen.



6

Die zuständige Stelle der Polizei- und Militärdirektion und die Gemeinden führen die Kontrolle über die bei ihnen eingeteilten Schutzdienstpflichtigen.

"
50;"

Art. 50


Aktive Dienstleistungsdauer

";"
1

Der aktive Dienst wird grundsätzlich vom 20. bis 40. Altersjahr geleistet.



2

Die Zivilschutzorganisation entscheidet über die vorzeitige Einteilung in die ausgebildete Reserve.



3

Die zuständige Stelle der Polizei- und Militärdirektion entscheidet aufgrund der bundesrechtlichen Vorgaben auf Ersuchen hin über die Befreiung von der Schutzdienstpflicht zugunsten einer Partnerorganisation.

"
51;"

Art. 51


Freiwilliger Schutzdienst

";"
1

Über den freiwilligen Schutzdienst entscheiden nach Massgabe des Bedarfs die Zivilschutzorganisationen der Gemeinden und für Dienstleistungen in den kantonalen Formationen die zuständige Stelle der Polizei- und Militärdirektion.

"
52;"

Art. 52


Polizei- und Militärdirektion

";"
1

Der zuständigen Stelle der Polizei- und Militärdirektion obliegen der Vollzug des Zivilschutzes, dessen Systemsteuerung und das Controlling.

"
53;"

Art. 53


Gemeinden

";"
1

Die Gemeinden vollziehen alle Aufgaben im Zivilschutz, die nicht ausdrücklich dem Kanton oder einer anderen Institution zugewiesen sind.

"
54;"

Art. 54


Aufgebot

";"
1

Die Schutzdienstpflichtigen können durch die Gemeinden oder den Kanton aufgeboten werden





        a
      

        bei Katastrophen und in Notlagen, die das Kantonsgebiet, andere Kantone oder das grenznahe Ausland betreffen, sowie bei Grossereignissen,
      





        b
      

        für Instandstellungsarbeiten,
      





        c
      

        für Einsätze zugunsten der Gemeinschaft.
      

"
55;"

Art. 55


Dauer
      1. Katastrophen, Notlagen und Grossereignisse

";"
1

Dienstleistungen gemäss Artikel 54 Buchstabe a sind zeitlich unbeschränkt.

"
56;"

Art. 56


2. Instandstellungsarbeiten

";"
1

Instandstellungsarbeiten erfordern eine vorgängige Bewilligung der zuständigen Stelle der Polizei- und Militärdirektion.



2

Sie werden auf 21 Tage pro Jahr und Schutzdienstleistenden beschränkt.



3

Der Zivilschutz darf während dreier Jahre nach einem Ereignis für dessen Instandstellungsarbeiten eingesetzt werden.



4

Die zeitliche Obergrenze nach Absatz 2 und die Frist nach Absatz 3 können unter Berücksichtigung der Vorgaben des Bundes in Ausnahmefällen verlängert werden. Über Ausnahmen entscheidet die zuständige Stelle der Polizei- und Militärdirektion.

"
57;"

Art. 57


3. Einsätze zugunsten der Gemeinschaft

";"
1

Einsätze zugunsten der Gemeinschaft erfordern eine vorgängige Bewilligung der zuständigen Stelle der Polizei- und Militärdirektion.



2

Die Dauer der Einsätze zugunsten der Gemeinschaft wird wie folgt festgelegt:





        a
      

        Den Gemeinden stehen sieben Tage pro Jahr für von ihnen angeordnete Einsätze zugunsten der Gemeinschaft zur Verfügung.
      





        b
      

        Vom Kanton oder vom Bund angeordnete Einsätze sind auf insgesamt 14 Tage pro Jahr beschränkt.
      





        c
      

        Über Einsatztage, die von der Gemeinde nicht ausgeschöpft werden, kann der Kanton oder der Bund verfügen.
      





        d
      

        Über Einsatztage, die vom Kanton oder vom Bund nicht ausgeschöpft werden, können die Gemeinden verfügen.
      



3

Über die in Absatz 2 Buchstaben a und b genannte Dauer hinausgehende Dienstleistungen auf freiwilliger Basis sind ausgeschlossen.



4

Der Anspruch des Personals der für den Zivilschutz zuständigen kantonalen und kommunalen Stellen auf Erwerbsersatzentschädigung für Einsätze zugunsten der Gemeinschaft richtet sich nach den Bestimmungen in Artikel 1a Absatz 3 des Bundesgesetzes vom 25. September 1952 über den Erwerbsersatz für Dienstleistende und bei Mutterschaft (Erwerbsersatzgesetz, EOG)[7].

"
58;"

Art. 58


4. Obergrenze

";"
1

Die Schutzdienstleistungen nach den Artikeln 27a und 33 bis 37 BZG dürfen insgesamt 40 Tage pro Jahr nicht überschreiten.

"
