article_number;article_title;article_text
Art. 19;  Art. 19 Waldbauliche Massnahmen;"(Art. 20) 1 Als waldbauliche Massnahmen gelten alle Pflegeeingriffe, die zur Erhaltung oder Wiederherstellung der Stabilität und der Qualität des Bestandes beitragen. 2 Massnahmen der Jungwaldpflege sind: a.1die Jungwuchspflege, die Dickungspflege und die Stangenholzdurchforstung zur Schaffung von standortgerechten, widerstands- und anpassungsfähigen Bestockungen;b.die spezifischen Massnahmen zur Pflege des Nachwuchses im Plenterwald, im übrigen stufigen Wald, im Mittel- und Niederwald sowie im stufigen Waldrand;c.Schutzmassnahmen gegen Wildschäden;d.die Erstellung von Begehungswegen in unzugänglichen Gebieten. 3 Massnahmen der Durchforstung und der Verjüngung sind: a.die Schlagräumung und die Begründung einer neuen Bestockung sowie die erforderlichen Begleitmassnahmen;b.die Holznutzung und -bringung. 4 Massnahmen der minimalen Pflege zur Erhaltung der Schutzfunktion sind Pflegeeingriffe, die sich auf die nachhaltige Sicherung der Stabilität des Bestandes beschränken; anfallendes Holz wird an Ort und Stelle verbaut oder bleibt liegen, sofern davon keine Gefährdung ausgeht. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215)."
Art. 20;  Art. 20 Kahlschlag;(Art. 22) 1 Kahlschlag ist die vollständige oder weitgehende Räumung eines Bestandes, durch die auf der Schlagfläche freilandähnliche ökologische Bedingungen entstehen oder erhebliche nachteilige Wirkungen für den Standort oder die Nachbarbestände verursacht werden. 2 Kein Kahlschlag liegt vor, wenn nach einer ausreichenden und gesicherten Verjüngung nur der alte Bestand geräumt wird.
Art. 21;  Art. 21 Gewinnung und Verwendung;"(Art. 24) 1 Die Kantone stellen die Versorgung mit geeignetem forstlichem Vermehrungsgut sicher. 2 Die zuständige kantonale Forstbehörde wählt die Waldbestände aus, aus denen forstliches Vermehrungsgut gewonnen werden darf. Sie meldet die Erntebestände dem BAFU. 3 Sie kontrolliert die gewerbliche Gewinnung von Saatgut und Pflanzenteilen und stellt Herkunftszeugnisse aus. 4 Für forstliche Zwecke darf nur forstliches Vermehrungsgut verwendet werden, dessen Herkunft nachgewiesen ist. 5 Das BAFU berät die Kantone in Fragen: a.der Gewinnung, der Versorgung und der Verwendung von forstlichem Vermehrungsgut;b.der Sicherung der genetischen Vielfalt. 6 Es führt einen Kataster der Erntebestände und einen Kataster der Genreservate."
Art. 22;  Art. 22 Ein- und Ausfuhr;"(Art. 24) 1 Die Einfuhr von forstlichem Vermehrungsgut bedarf einer Bewilligung des BAFU. 2 Die Bewilligung wird erteilt, wenn: a.das forstliche Vermehrungsgut sich zum Anbau eignet und die Herkunft durch ein amtliches Zeugnis bestätigt ist; oderb.die Importeurin oder der Importeur schriftlich erklärt, dass das Vermehrungsgut ausschliesslich ausserhalb des Waldes Verwendung findet. 2bis Für die Bewilligung der Einfuhr von gentechnisch verändertem forstlichem Vermehrungsgut ist die Freisetzungsverordnung vom 10. September 20081 anwendbar; dabei sind auch die Vorgaben dieser Verordnung zu berücksichtigen.2 3 Das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation3 (UVEK4) erlässt Vorschriften über das Ausstellen von Ausfuhrdokumenten für forstliches Vermehrungsgut. 1 SR 814.9112 Eingefügt durch Art. 51 Ziff. 3 der Pflanzenschutzverordnung vom 28. Febr. 2001 (AS 2001 1191). Fassung gemäss Anhang 5 Ziff. 16 der Freisetzungsverordnung vom 10. Sept. 2008, in Kraft seit 1. Okt. 2008 (AS 2008 4377).3 Die Bezeichnung der Verwaltungseinheit wurde in Anwendung von Art. 16 Abs. 3 der Publikationsverordnung vom 17. Nov. 2004 (AS 2004 4937) angepasst.4 Ausdruck gemäss Ziff. I 5 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427). Die Anpassung wurde im ganzen Erlass berücksichtigt."
Art. 23;  Art. 23 Betriebsführung;(Art. 24) 1 Öffentliche und private Klenganstalten, Forstbaumschulen, Forstgärten und Handelsbetriebe müssen über Herkunft, Aufarbeitung, Nachzucht und Abgaben von forstlichem Vermehrungsgut sowie über Vorräte an solchem Gut Buch führen. 2 Sie informieren die Abnehmerinnen und Abnehmer von forstlichem Vermehrungsgut in Angeboten, auf Waren und in Rechnungen über dessen Kategorie und Herkunft. 3 Das BAFU kontrolliert die Betriebsführung. Es kann dafür die Kantone beiziehen.
Art. 24;  Art. 24 Technische Bestimmungen;1 Das UVEK erlässt eine Verordnung über die Ausführung der Bestimmungen dieses Abschnittes. 2 Es kann vorsehen, dass für wissenschaftliche Zwecke forstliches Vermehrungsgut eingeführt und verwendet werden darf, dessen Eignung und Herkunft nicht nachgewiesen sind.
Art. 25;  Art. 251;Die ausnahmsweise Verwendung von umweltgefährdenden Stoffen im Wald richtet sich nach der Chemikalien-Risikoreduktions-Verordnung vom 18. Mai 20052. 1 Fassung gemäss Ziff. II 21 der V vom 18. Mai 2005 über die Aufhebung und Änderung von Verordnungen im Zusammenhang mit dem Inkrafttreten des Chemikaliengesetzes, in Kraft seit 1. Aug. 2005 (AS 2005 2695).2 SR 814.81
Art. 26;  Art. 26 und 271;1 Aufgehoben durch Ziff. II 21 der V vom 18. Mai 2005 über die Aufhebung und Änderung von Verordnungen im Zusammenhang mit dem Inkrafttreten des Chemikaliengesetzes, mit Wirkung seit 1. Aug. 2005 (AS 2005 2695).
Art. 28;  Art. 281Grundsätze;"(Art. 26) 1 Als Waldschäden gelten Schäden, die den Wald in seinen Funktionen erheblich gefährden und die verursacht werden durch: a.Naturereignisse wie Sturm, Waldbrand oder Trockenheit;b.Schadorganismen wie gewisse Viren, Bakterien, Würmer, Insekten, Pilze oder Pflanzen. 2 Die Überwachung und Bekämpfung besonders gefährlicher Schadorganismen richtet sich nach den Bestimmungen der Pflanzenschutzverordnung vom 27. Oktober 20102. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215).2 SR 916.20"
Art. 29;  Art. 291Verhütung und Behebung von Waldschäden;"(Art. 27 Abs. 1) Die Kantone sorgen zur Verhütung und Behebung von Waldschäden insbesondere für: a.technische und waldbauliche Massnahmen zur Verhütung und Bekämpfung von Feuer;b.Massnahmen zur Verminderung physikalischer Belastungen des Bodens;c.Massnahmen zur Überwachung von Schadorganismen und deren Bekämpfung mit dem Ziel der Tilgung, Eindämmung oder Schadensbegrenzung. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215)."
Art. 30;  Art. 301Zuständigkeiten des Bundes;(Art. 26 Abs. 3 und 27a Abs. 2) 1 Das BAFU sorgt für die Grundlagen zur Verhütung und Behebung von Waldschäden. Es koordiniert die kantonsübergreifenden Massnahmen und legt solche bei Bedarf selber fest. 2 Die Eidgenössische Forschungsanstalt für Wald, Schnee und Landschaft (WSL) hat im Rahmen ihres Grundauftrags folgende Aufgaben: a.Sie organisiert zusammen mit den kantonalen Forstdiensten die Erhebung von Daten, die für den Waldschutz von Bedeutung sind.b.Sie informiert über das Auftreten von Schadorganismen und anderen Einflüssen, die den Wald gefährden können.c.Sie berät in Waldschutzfragen die eidgenössischen und kantonalen Fachstellen. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215).
Art. 31;  Art. 31;1 Treten trotz Regulierung der Wildbestände Wildschäden auf, so ist ein Konzept zu ihrer Verhütung zu erstellen. 2 Das Konzept umfasst forstliche Massnahmen, jagdliche Massnahmen, Massnahmen zur Verbesserung und Beruhigung der Lebensräume sowie eine Erfolgskontrolle.1 3 Es ist Bestandteil der forstlichen Planung. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215).
Art. 32;  Art. 32 Forstingenieurinnen und Forstingenieure;(Art. 29 Abs. 2) 1 Die Eidgenössischen Technischen Hochschulen (ETH) bieten Studiengänge an, die auf der Grundausbildung für Forstingenieurinnen und Forstingenieure aufbauen und zu neuen Abschlüssen führen (Weiterbildung). 2 Das BAFU sorgt zusammen mit den ETH, den Kantonen und den forstlichen Organisationen, Institutionen und Berufsverbänden für die Aufrechterhaltung der im Studium erworbenen Kenntnisse und Fähigkeiten sowie für die Einführung von theoretischen und praktischen Neuerungen (Fortbildung).
Art. 33;  Art. 331Forstpersonal;"(Art. 29 Abs. 4 und 51 Abs. 2) 1 Die Kantone sorgen: a.für die höhere Berufsbildung der Försterinnen und Förster und führen die dafür notwendigen höheren Fachschulen;b.zusammen mit den zuständigen Organisationen der Arbeitswelt für die berufsorientierte Weiterbildung des Forstpersonals. 2 Vor dem Erlass beziehungsweise der Genehmigung von Vorschriften im Bereich der forstlichen Ausbildung nach den Artikeln 19 Absatz 1, 28 Absatz 2 und 29 Absatz 3 des Berufsbildungsgesetzes vom 13. Dezember 20022 (BBG) wird das BAFU angehört. 1 Fassung gemäss Anhang Ziff. II 2 der Berufsbildungsverordnung vom 19. Nov. 2003, in Kraft seit 1. Jan. 2004 (AS 2003 5047).2 SR 412.10"
Art. 34;  Art. 341Arbeitssicherheit;"(Art. 21a und 30) 1 Die Kantone sorgen zusammen mit Fachorganisationen dafür, dass zur Verbesserung der Arbeitssicherheit bei Holzerntearbeiten im Wald Kurse für forstlich ungelernte Arbeitskräfte angeboten werden. 2 Vom Bund anerkannte Kurse müssen Grundkenntnisse über Arbeitssicherheit zum Gegenstand haben, insbesondere das fachgerechte und sichere Fällen, Entasten, Einschneiden und Rücken von Bäumen und Baumstämmen; sie müssen insgesamt mindestens 10 Tage umfassen. 1 Fassung gemäss Ziff. I der V vom 17. Aug. 2016, in Kraft seit 1. Jan. 2017 (AS 2016 3215)."
Art. 35;  Art. 35 Koordination und Dokumentation;(Art. 29 Abs. 1) 1 …1 2 Das BAFU führt für Massnahmen der forstlichen Ausbildung eine zentrale Koordinations- und Dokumentationsstelle. 1 Aufgehoben durch Ziff. I 7.4 der V vom 9. Nov. 2011 (Überprüfung der ausserparlamentarischen Kommissionen), mit Wirkung seit 1. Jan. 2012 (AS 2011 5227).
Art. 36;  Art. 36 Voraussetzungen;"(Art. 29 Abs. 3 und 51 Abs. 2) Als Leiterin oder Leiter eines Kreisforstamtes oder eines anderen höheren Amtes im Forstdienst von Bund und Kantonen kann gewählt werden, wer sich ausweist über: a.1den Besitz eines Diploms einer schweizerischen Hochschule im forstlichen Bereich oder eines als gleichwertig anerkannten ausländischen Diploms;b.ein erfolgreich abgeschlossenes forstliches Praktikum. 1 Fassung gemäss Ziff. I der V vom 13. Sept. 2006, in Kraft seit 1. Okt. 2006 (AS 2006 3865)."
Art. 37;  Art. 37 Forstliches Praktikum;"1 Der Bundesrat setzt eine Kommission ein, welche das forstliche Praktikum durchführt sowie die beruflichen Fähigkeiten der Absolventinnen und Absolventen beurteilt.1 2 Das UVEK erlässt ein Reglement über:2 a.die Zulassung zum forstlichen Praktikum, dessen Organisation und Dauer, die Ausbildungsziele und die Anforderungen zur Erlangung des Praktikumsausweises;b.3…c.die Ausbildung und die Aufgaben der Lehrkräfte. 3 Die Kantone stellen die benötigte Anzahl von Praktikumsplätzen zur Verfügung und sorgen für eine angemessene Entschädigung der Praktikantinnen und Praktikanten. 1 Fassung gemäss Ziff. I 7.4 der V vom 9. Nov. 2011 (Überprüfung der ausserparlamentarischen Kommissionen), in Kraft seit 1. Jan. 2012 (AS 2011 5227).2 Fassung gemäss Ziff. I 7.4 der V vom 9. Nov. 2011 (Überprüfung der ausserparlamentarischen Kommissionen), in Kraft seit 1. Jan. 2012 (AS 2011 5227).3 Aufgehoben durch Ziff. I 7.4 der V vom 9. Nov. 2011 (Überprüfung der ausserparlamentarischen Kommissionen), mit Wirkung seit 1. Jan. 2012 (AS 2011 5227)."
