article_number;article_title;article_text
Art. 20;  Art. 20 Richtlinien;"Das BAFU erlässt Richtlinien namentlich über:
1 Fassung gemäss Anhang Ziff. 1 der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955)."
Art. 20;  Art. 20a1Geoinformation;"Das BAFU gibt die minimalen Geodatenmodelle und Darstellungsmodelle für Geobasisdaten nach dieser Verordnung vor, für die es im Anhang 1 der Geoinformationsverordnung vom 21. Mai 20082 als Fachstelle des Bundes bezeichnet ist.
1 Eingefügt durch Anhang 2 Ziff. 4 der V vom 21. Mai 2008 über Geoinformation, in Kraft seit 1. Juli 2008 (AS 2008 2809).2 SR 510.620"
Art. 21;  Art. 211Gefahrengebiete und Raumbedarf der Gewässer;"1 Die Kantone bezeichnen die Gefahrengebiete.
2 …2
3 Sie berücksichtigen die Gefahrengebiete und den Raumbedarf der Gewässer gemäss Artikel 36a des Gewässerschutzgesetzes vom 24. Januar 19913 bei ihrer Richt- und Nutzungsplanung sowie bei ihrer übrigen raumwirksamen Tätigkeit.4
1 Fassung gemäss Anhang 5 Ziff. 2 der Gewässerschutzverordnung vom 28. Okt. 1998, in Kraft seit 1. Jan. 1999 (AS 1998 2863).2 Aufgehoben durch Anhang Ziff. 1 der V vom 4. Mai 2011, mit Wirkung seit 1. Juni 2011 (AS 2011 1955).3 SR 814.204 Fassung gemäss Anhang Ziff. 1 der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955)."
Art. 22;  Art. 22 Überwachung;Die Kantone überprüfen periodisch die Gefahrensituation an den Gewässern und die Wirksamkeit der getroffenen Massnahmen des Hochwasserschutzes.
Art. 23;  Art. 23 Unterhalt;Die Kantone sorgen für den im Interesse des Hochwasserschutzes gebotenen Unterhalt der Gewässer. Sie berücksichtigen dabei die ökologischen Anforderungen.
Art. 24;  Art. 24 Frühwarndienste;Die Kantone sorgen für den Aufbau und den Betrieb der Frühwarndienste, welche zur Sicherung von Siedlungen und Verkehrswegen vor den Gefahren des Wassers erforderlich sind.
Art. 25;  Art. 25 Ausführungsbestimmungen;Die Kantone erlassen die Ausführungsbestimmungen innert fünf Jahren nach Inkrafttreten des Gesetzes.
Art. 26;  Art. 26 Grundlagenbeschaffung durch den Bund;"1 Das BAFU führt die Erhebungen durch über die Belange des Hochwasserschutzes. Insbesondere nimmt es Profile an Gewässern auf.
2 Das BAFU erhebt die hydrologischen Grundlagen; es errichtet und betreibt die dazu erforderlichen Messstationen. Es kann hydrologische Arbeiten für Behörden, Gesellschaften und Private gegen Verrechnung der Kosten vornehmen, soweit dies der Geschäftsgang erlaubt.1
3 Das BAFU koordiniert die Inventare der Kantone über Bauten und Anlagen, welche für die Hochwassersicherheit von Bedeutung sind.
4 Es führt ein Inventar über die vom Bund mitfinanzierten Hochwasserschutzmassnahmen.
5 Es analysiert Schadenereignisse von nationaler Bedeutung.2
1 Fassung gemäss Anhang Ziff. 5 der Organisationsverordnung vom 6. Dez. 1999 für das Eidgenössische Departement für Umwelt, Verkehr, Energie und Kommunikation, in Kraft seit 1. Jan. 2000 (AS 2000 243).2 Eingefügt durch Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427)."
Art. 27;  Art. 27 Grundlagenbeschaffung durch die Kantone;"1 Die Kantone erarbeiten die Grundlagen für den Schutz vor Naturereignissen. Sie:1
2 Sie berücksichtigen die vom Bund erhobenen Grundlagen und seine technischen Richtlinien.
3 Sie stellen die Daten dem BAFU auf Verlangen zur Verfügung und machen sie der Öffentlichkeit in geeigneter Form zugänglich.6
1 Fassung gemäss Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427).2 Fassung gemäss Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427).3 Fassung gemäss Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427).4 Fassung gemäss Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, in Kraft seit 1. Jan. 2016 (AS 2015 427).5 Aufgehoben durch Ziff. I 3 der V vom 28. Jan. 2015 über Anpassungen des Verordnungsrechts im Umweltbereich, insbesondere hinsichtlich der Programmvereinbarungen für die Programmperiode 2016-2019, mit Wirkung seit 1. Jan. 2016 (AS 2015 427).6 Fassung gemäss Anhang 2 Ziff. 4 der V vom 21. Mai 2008 über Geoinformation, in Kraft seit 1. Juli 2008 (AS 2008 2809)."
Art. 28;  Art. 28 Aufhebung bisherigen Rechts;"Die Vollziehungsverordnung vom 8. März 18791 zum Bundesgesetz vom 22. Juni 1877 betreffend die Wasserbaupolizei im Hochgebirge wird aufgehoben.
1 [BS 4 935; AS 1985 685 Ziff. I 7, 1979 3 Anhang Ziff. 2]"
Art. 29;  Art. 29 Inkrafttreten;Diese Verordnung tritt am 1. Dezember 1994 in Kraft.
