article_number;article_title;article_text
Art. 11;  Art. 11 Trennung des Abwassers bei Gebäuden;Die Inhaber von Gebäuden müssen bei deren Erstellung oder bei wesentlichen Änderungen dafür sorgen, dass das Niederschlagswasser und das stetig anfallende nicht verschmutzte Abwasser bis ausserhalb des Gebäudes getrennt vom verschmutzten Abwasser abgeleitet werden.
Art. 12;  Art. 12 Kanalisationsanschluss;1 Der Anschluss von verschmutztem Abwasser an die öffentliche Kanalisation ausserhalb von Bauzonen (Art. 11 Abs. 2 Bst. c GSchG) ist: 2 Die Behörde darf neue Zuleitungen von nicht verschmutztem Abwasser, das stetig anfällt, in eine zentrale Abwasserreinigungsanlage nur bewilligen (Art. 12 Abs. 3 GSchG), wenn die örtlichen Verhältnisse die Versickerung oder die Einleitung in ein Gewässer nicht erlauben. 3 Der Rindvieh- und Schweinebestand eines Landwirtschaftsbetriebes ist für die Befreiung vom Kanalisationsanschluss (Art. 12 Abs. 4 GSchG) erheblich, wenn er mindestens acht Düngergrossvieheinheiten umfasst.
Art. 13;  Art. 13 Fachgerechter Betrieb;1 Die Inhaber von Abwasseranlagen müssen: 2 Die Inhaber von Betrieben, die Industrieabwasser in die öffentliche Kanalisation einleiten, und die Inhaber von Abwasserreinigungsanlagen, die Abwasser in die öffentliche Kanalisation oder in ein Gewässer einleiten, müssen sicherstellen, dass: 3 Die Behörde kann von den Inhabern nach Absatz 2 verlangen, dass diese: 4 Die Mengen und Konzentrationen der eingeleiteten Stoffe können auch rechnerisch auf Grund der Stoffflüsse ermittelt werden.
Art. 14;  Art. 14 Meldung über den Betrieb;1 Die Inhaber von Betrieben, die Industrieabwasser in die öffentliche Kanalisation einleiten, und die Inhaber von Abwasserreinigungsanlagen, die Abwasser in die öffentliche Kanalisation oder in ein Gewässer einleiten, müssen der Behörde nach deren Anordnungen melden: 2 Die Inhaber von zentralen Abwasserreinigungsanlagen müssen ausserdem melden:
Art. 15;  Art. 15 Überwachung durch die Behörde;1 Die Behörde überprüft periodisch, ob: 2 Sie berücksichtigt dabei die Ergebnisse der Ermittlungen der Inhaber. 3 Sie passt die Bewilligungen nötigenfalls an und ordnet die erforderlichen Massnahmen an. Sie berücksichtigt dabei die Dringlichkeit der erforderlichen Massnahmen sowie die Verpflichtungen, die sich aus internationalen Vereinbarungen oder Beschlüssen ergeben.
Art. 16;  Art. 16 Massnahmen im Hinblick auf ausserordentliche Ereignisse;1 Die Inhaber von Abwasserreinigungsanlagen, die Abwasser in ein Gewässer einleiten, und die Inhaber von Betrieben, die Industrieabwasser in eine Abwasserreinigungsanlage ableiten, müssen zur Verminderung des Risikos einer Gewässerverunreinigung durch ausserordentliche Ereignisse die geeigneten und wirtschaftlich tragbaren Massnahmen treffen. 2 Ist das Risiko trotz dieser Massnahmen nicht tragbar, so ordnet die Behörde die erforderlichen zusätzlichen Massnahmen an. 3 Weitergehende Vorschriften der Störfallverordnung vom 27. Februar 19911 und der Verordnung vom 20. November 19912 über die Sicherstellung der Trinkwasserversorgung in Notlagen bleiben vorbehalten. 1 SR 814.0122 SR 531.32
Art. 17;  Art. 17 Meldung ausserordentlicher Ereignisse;1 Die Inhaber von Abwasserreinigungsanlagen, die Abwasser in ein Gewässer einleiten, müssen dafür sorgen, dass ausserordentliche Ereignisse unverzüglich der Behörde gemeldet werden, wenn diese dazu führen können, dass die vorschriftgemässe Einleitung des Abwassers in ein Gewässer oder die vorgesehene Verwertung oder Beseitigung des Klärschlamms nicht mehr möglich ist. 2 Die Inhaber von Betrieben, die Industrieabwasser ableiten, müssen dafür sorgen, dass ausserordentliche Ereignisse unverzüglich dem Inhaber der Abwasserreinigungsanlage gemeldet werden, wenn diese dazu führen können, dass der ordnungsgemässe Betrieb der Abwasseranlagen erschwert oder gestört wird. 3 Die Behörde sorgt dafür, dass die von einem ausserordentlichen Ereignis betroffenen Gemeinwesen und Privaten rechtzeitig über mögliche nachteilige Einwirkungen auf Gewässer informiert werden. Wenn erhebliche Einwirkungen über die Kantons- oder Landesgrenze hinaus erwartet werden, sorgt sie zudem dafür, dass die Alarmstelle des Bundes sowie die betroffenen Nachbarkantone und Nachbarstaaten informiert werden. 4 …1 5 Weitergehende Melde- und Informationspflichten nach der Störfallverordnung bleiben vorbehalten. 1 Aufgehoben durch Ziff. I der V vom 4. Nov. 2015, mit Wirkung seit 1. Jan. 2016 (AS 2015 4791).
Art. 18;  Art. 18 Klärschlamm-Entsorgungsplan;1 Die Kantone erstellen einen Klärschlamm-Entsorgungsplan und passen ihn in den fachlich gebotenen Zeitabständen den neuen Erfordernissen an. 2 Der Entsorgungsplan legt mindestens fest: 3 Er ist öffentlich zugänglich.
Art. 19;  Art. 19 Lagereinrichtungen;1 Die Inhaber von Abwasserreinigungsanlagen müssen dafür sorgen, dass sie den Klärschlamm so lange lagern können, bis eine umweltverträgliche Entsorgung sichergestellt ist. 2 Wenn der Klärschlamm einer zentralen Abwasserreinigungsanlage nicht jederzeit umweltverträglich beseitigt werden kann, muss eine Lagerkapazität von mindestens zwei Monaten vorhanden sein.1 3 …2 1 Fassung gemäss Anhang Ziff. 1 der V vom 26. März 2003, in Kraft seit 1. Okt. 2006 (AS 2003 940).2 Aufgehoben durch Anhang Ziff. 1 der V vom 26. März 2003, mit Wirkung seit 1. Okt. 2006 (AS 2003 940).
Art. 20;  Art. 20 Untersuchung und Meldepflichten;1 Die Inhaber von zentralen Abwasserreinigungsanlagen müssen dafür sorgen, dass die Qualität des Klärschlammes in den fachlich gebotenen Zeitabständen untersucht wird. 2 …1 3 …2 1 Aufgehoben durch Ziff. I der V vom 18. Okt. 2006, mit Wirkung seit 1. Jan. 2007 (AS 2006 4291).2 Aufgehoben durch Ziff. I der V vom 4. Nov. 2015, mit Wirkung seit 1. Jan. 2016 (AS 2015 4791).
Art. 21;  Art. 21 Abgabe;1 Die Inhaber von zentralen Abwasserreinigungsanlagen müssen über die Abnehmer von Klärschlamm, die abgegebene Menge, die angegebene Entsorgung und den Zeitpunkt der Abgabe Buch führen, diese Angaben während mindestens zehn Jahren aufbewahren und der Behörde auf Verlangen zur Verfügung stellen. 2 …1 3 …2 4 Sie dürfen den Klärschlamm nur mit Zustimmung der kantonalen Behörde auf andere Weise entsorgen, als dies der kantonale Klärschlamm-Entsorgungsplan vorsieht. Soll der Klärschlamm in einem anderen Kanton entsorgt werden, hört die kantonale Behörde vorgängig die Behörde des Empfängerkantons an. 1 Aufgehoben durch Ziff. I der V vom 4. Nov. 2015, mit Wirkung seit 1. Jan. 2016 (AS 2015 4791).2 Aufgehoben durch Anhang 3 Ziff. II 4 der V vom 22. Juni 2005 über den Verkehr mit Abfällen, mit Wirkung seit 1. Jan. 2006 (AS 2005 4199).
Art. 22;  Art. 22 Betriebe mit Nutztierhaltung;Als Betriebe mit Nutztierhaltung (Art. 14 GSchG) gelten:
Art. 23;  Art. 23 Düngergrossvieheinheit (DGVE);Für die Umrechnung der Nutztiere eines Betriebs auf DGVE (Art. 14 Abs. 4 GSchG) ist ihre jährlich ausgeschiedene Nährelementmenge massgebend. Diese beträgt für eine DGVE 105 kg Stickstoff und 15 kg Phosphor.
Art. 24;  Art. 24 Ortsüblicher Bewirtschaftungsbereich;1 Der ortsübliche Bewirtschaftungsbereich (Art. 14 Abs. 4 GSchG) umfasst die Nutzflächen in einer Fahrdistanz von maximal 6 km um das Stallgebäude, in dem der Hofdünger anfällt.1 2 Die kantonale Behörde kann diese Begrenzung unter Berücksichtigung der ortsüblichen Bewirtschaftungsverhältnisse herabsetzen oder um höchstens 2 km erhöhen. 1 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).
Art. 25;  Art. 25 Ausnahmen von den Anforderungen an die Nutzfläche;1 Betriebe mit Geflügel oder Pferdehaltung sowie Betriebe, die Aufgaben im öffentlichen Interesse erfüllen, müssen nicht über eine eigene oder gepachtete Nutzfläche verfügen, auf der mindestens die Hälfte des im Betrieb anfallenden Hofdüngers verwertet werden kann, wenn die Verwertung des Hofdüngers durch eine Organisation oder einen anderen Betrieb sichergestellt ist.1 2 …2 3 Betriebe, die Aufgaben im öffentlichen Interesse erfüllen (Art. 14 Abs. 7 Bst. b GSchG), sind: 4 Bei Betrieben mit gemischter Nutztierhaltung gilt die Ausnahme nach Absatz 1 nur für denjenigen Teil der Nutztierhaltung, welcher die Voraussetzung für die Gewährung einer Ausnahme erfüllt.6 5 Die kantonale Behörde gewährt Ausnahmen nach Absatz 1 jeweils für eine Dauer von höchstens fünf Jahren.7 1 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).2 Aufgehoben durch Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, mit Wirkung seit 1. Jan. 2014 (AS 2013 4145).3 Fassung gemäss Ziff. II der V vom 27. Okt. 2010, in Kraft seit 1. Jan. 2011 (AS 2010 5881). Siehe auch die UeB der Änd. am Schluss dieses Textes.4 Fassung gemäss Ziff. III der V vom 25. Mai 2011, in Kraft seit 1. Juli 2011 (AS 2011 2407).5 Eingefügt durch Ziff. III der V vom 25. Mai 2011, in Kraft seit 1. Juli 2011 (AS 2011 2407). Siehe auch die UeB der Änd. am Schluss dieses Textes.6 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).7 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).
Art. 26;  Art. 26 und 271;1 Aufgehoben durch Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, mit Wirkung seit 1. Jan. 2014 (AS 2013 4145).
Art. 28;  Art. 28 Kontrolle der Lagereinrichtungen für Hofdünger und flüssiges Gärgut1;"1 Die kantonale Behörde sorgt dafür, dass die Lagereinrichtungen für Hofdünger und flüssiges Gärgut regelmässig kontrolliert werden; die Zeitabstände richten sich nach der Gewässergefährdung.2 2 Kontrolliert wird, ob: 1 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).2 Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145)."
Art. 29;  Art. 29 Bezeichnung von Gewässerschutzbereichen sowie Ausscheidung von Grundwasserschutzzonen und -arealen;"1 Die Kantone bezeichnen bei der Einteilung ihres Gebiets in Gewässerschutzbereiche (Art. 19 GSchG) die besonders gefährdeten und die übrigen Bereiche. Die in Anhang 4 Ziffer 11 beschriebenen besonders gefährdeten Bereiche umfassen: 2 Sie scheiden zum Schutz der im öffentlichen Interesse liegenden Grundwasserfassungen und -anreicherungsanlagen die in Anhang 4 Ziffer 12 umschriebenen Grundwasserschutzzonen (Art. 20 GSchG) aus. Sie können Grundwasserschutzzonen auch für geplante, im öffentlichen Interesse liegende Fassungen und Anreicherungsanlagen ausscheiden, deren Lage und Entnahmemenge feststehen. 3 Sie scheiden zum Schutz von zur Nutzung vorgesehenen unterirdischen Gewässern die in Anhang 4 Ziffer 13 umschriebenen Grundwasserschutzareale (Art. 21 GSchG) aus. 4 Sie stützen sich bei der Bezeichnung von Gewässerschutzbereichen sowie bei der Ausscheidung von Grundwasserschutzzonen und -arealen auf die vorhandenen hydrogeologischen Kenntnisse; reichen diese nicht aus, sorgen sie für die Durchführung der erforderlichen hydrogeologischen Abklärungen. 1 Fassung gemäss Ziff. II 9 der V vom 18. Mai 2005 über die Aufhebung und Änderung von Verordnungen im Zusammenhang mit dem Inkrafttreten des Chemikaliengesetzes, in Kraft seit 1. Aug. 2005 (AS 2005 2695)."
Art. 30;  Art. 30 Gewässerschutzkarten;1 Die Kantone erstellen Gewässerschutzkarten und passen diese nach Bedarf an. Die Gewässerschutzkarten enthalten mindestens: 2 Die Gewässerschutzkarten sind öffentlich zugänglich. Die Kantone stellen dem Bundesamt für Umwelt (BAFU) und den betroffenen Nachbarkantonen die Gewässerschutzkarten und jährlich deren Aktualisierungen in digitaler Form zu.1 1 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).
Art. 31;  Art. 31 Schutzmassnahmen;"1 Wer in den besonders gefährdeten Bereichen (Art. 29 Abs. 1) sowie in Grundwasserschutzzonen und -arealen Anlagen erstellt oder ändert oder wer dort andere Tätigkeiten, die eine Gefahr für die Gewässer darstellen, ausübt, muss die nach den Umständen gebotenen Massnahmen zum Schutz der Gewässer treffen; insbesondere muss er: 2 Die Behörde sorgt dafür, dass:"
Art. 32;  Art. 32 Bewilligungen für Anlagen und Tätigkeiten in den besonders gefährdeten Bereichen;"1 …1 2 In den besonders gefährdeten Bereichen (Art. 29) ist eine Bewilligung nach Artikel 19 Absatz 2 GSchG insbesondere erforderlich für:2 3 Ist eine Bewilligung erforderlich, müssen die Gesuchsteller nachweisen, dass die Anforderungen zum Schutze der Gewässer erfüllt sind, und die dafür notwendigen Unterlagen (gegebenenfalls hydrogeologische Abklärungen) beibringen. 4 Die Behörde erteilt eine Bewilligung, wenn mit Auflagen und Bedingungen ein ausreichender Schutz der Gewässer gewährleistet werden kann; sie legt dabei auch die Anforderungen an die Stilllegung der Anlagen fest. 1 Aufgehoben durch Ziff. I der V vom 18. Okt. 2006, mit Wirkung seit 1. Jan. 2007 (AS 2006 4291).2 Fassung gemäss Ziff. I der V vom 18. Okt. 2006, in Kraft seit 1. Jan. 2007 (AS 2006 4291).3 Eingefügt durch Ziff. I der V vom 18. Okt. 2006 (AS 2006 4291). Fassung gemäss Anhang 9 Ziff. 2 der Direktzahlungsverordnung vom 23. Okt. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4145).4 Eingefügt durch Ziff. I der V vom 18. Okt. 2006, in Kraft seit 1. Jan. 2007 (AS 2006 4291).5 Eingefügt durch Ziff. I der V vom 18. Okt. 2006, in Kraft seit 1. Jan. 2007 (AS 2006 4291).6 Eingefügt durch Ziff. I der V vom 18. Okt. 2006, in Kraft seit 1. Jan. 2007 (AS 2006 4291)."
Art. 32;  Art. 32a1Kontrolle von Lageranlagen für wassergefährdende Flüssigkeiten;1 Bei Lageranlagen für wassergefährdende Flüssigkeiten, für die es eine Bewilligung braucht, ist von den Inhabern alle zehn Jahre von aussen eine Sichtkontrolle auf Mängel hin durchführen zu lassen.2 2 Eine solche Sichtkontrolle ist alle zehn Jahre von innen durchführen zu lassen bei: 3 Die Funktionstüchtigkeit der Leckanzeigesysteme von Lageranlagen für wassergefährdende Flüssigkeiten ist von den Inhabern bei doppelwandigen Behältern und Rohrleitungen alle zwei Jahre, bei einwandigen Behältern und Rohrleitungen einmal jährlich kontrollieren zu lassen. 1 Eingefügt durch Ziff. I der V vom 18. Okt. 2006, in Kraft seit 1. Jan. 2007 (AS 2006 4291).2 Fassung gemäss Ziff. I der V vom 4. Nov. 2015, in Kraft seit 1. Jan. 2016 (AS 2015 4791).
Art. 33;  Art. 33 Wasserentnahmen aus Fliessgewässern;1 Für Wasserentnahmen aus Fliessgewässern (Art. 29 GSchG), die Abschnitte mit ständiger und Abschnitte ohne ständige Wasserführung aufweisen, ist eine Bewilligung erforderlich, wenn das Fliessgewässer am Ort der Wasserentnahme eine ständige Wasserführung aufweist. Die Voraussetzungen für die Erteilung der Bewilligung (Art. 30 GSchG) müssen nur in den Abschnitten mit ständiger Wasserführung erfüllt sein. 2 Wenn das Gewässer am Ort der Wasserentnahme keine ständige Wasserführung aufweist, sorgt die Behörde dafür, dass die nach den Bundesgesetzen vom 1. Juli 19661 über den Natur- und Heimatschutz und vom 21. Juli 19912 über die Fischerei erforderlichen Massnahmen getroffen werden. 1 SR 4512 SR 923.0
Art. 33;  Art. 33a1Ökologisches Potenzial;Bei der Festlegung des ökologischen Potenzials eines Gewässers sind zu berücksichtigen: 1 Eingefügt durch Ziff. I der V vom 4. Mai 2011, in Kraft seit 1. Juni 2011 (AS 2011 1955).
Art. 34;  Art. 34 Schutz- und Nutzungsplanung;1 Die Behörde reicht das Gesuch um Genehmigung einer Schutz- und Nutzungsplanung (Art. 32 Bst. c GSchG) beim BAFU1 ein. 2 Das Gesuch enthält: 3 Ausgleichsmassnahmen im Rahmen einer Schutz- und Nutzungsplanung gelten als geeignet, wenn sie dem Schutz der Gewässer oder der von ihnen abhängigen Lebensräume dienen. Massnahmen, die nach den Vorschriften des Bundes über den Schutz der Umwelt ohnehin erforderlich sind, werden nicht berücksichtigt. 1 Ausdruck gemäss Ziff. I 13 der V vom 7. Nov. 2007 über die Neugestaltung des Finanzausgleichs und der Aufgabenteilung zwischen Bund und Kantonen, in Kraft seit 1. Jan. 2008 (AS 2007 5823). Die Anpassung wurde im ganzen Text vorgenommen.
Art. 35;  Art. 35 Restwasserbericht;1 Bei Wasserentnahmen für Anlagen, die der Umweltverträglichkeitsprüfung (UVP) unterliegen, ist der Restwasserbericht (Art. 33 Abs. 4 GSchG) Teil des Umweltverträglichkeitsberichts. 2 Bei Wasserentnahmen, für die der Bund anzuhören ist und die nicht der UVP unterliegen, sorgt die Behörde dafür, dass das BAFU über die Stellungnahme der kantonalen Fachstelle zum Restwasserbericht oder über einen bereinigten Entwurf dieser Stellungnahme verfügt. Das BAFU kann sich auf eine summarische Prüfung der Unterlagen beschränken.1 1 Fassung gemäss Ziff. I 1 der V vom 29. Juni 2011 über Anpassungen von Verordnungen im Umweltbereich, in Kraft seit 1. Aug. 2011 (AS 2011 3379).
Art. 36;  Art. 36 Inventar der bestehenden Wasserentnahmen;1 Für Wasserentnahmen, die der Wasserkraftnutzung dienen, nennt das Inventar (Art. 82 Abs. 1 GSchG) mindestens: 2 Für Entnahmen mit festen Einrichtungen, die nach Artikel 30 Buchstabe a GSchG bewilligt werden können und die nicht der Wasserkraftnutzung dienen, nennt das Inventar mindestens den Zweck der Entnahme und die Angaben nach Absatz 1 Buchstaben a, b, d, h und i. 3 Für Entnahmen mit festen Einrichtungen, die nach Artikel 30 Buchstabe b oder c GSchG bewilligt werden können und die nicht der Wasserkraftnutzung dienen, enthält das Inventar die Angaben nach Absatz 1 Buchstaben a und b.
Art. 37;  Art. 37 Liste der im Inventar nicht aufgeführten Wasserentnahmen;Die Kantone erstellen eine Liste der Entnahmen für die Wasserkraftnutzung aus Fliessgewässern ohne ständige Wasserführung.
Art. 38;  Art. 38 Sanierungsbericht;1 Der Sanierungsbericht (Art. 82 Abs. 2 GSchG) hält für jede im Inventar nach Artikel 36 Absätze 1 und 2 aufgeführte Wasserentnahme fest, ob und gegebenenfalls in welchem Ausmass, aus welchen Gründen und bis wann voraussichtlich die Sanierung des Fliessgewässers durchgeführt werden muss. 2 Der Bericht enthält für jede Wasserentnahme insbesondere: 3 Für Wasserentnahmen, bei denen eine Sanierung notwendig ist, enthält der Bericht ausserdem Angaben über:
Art. 39;  Art. 39 Auskunftspflicht;1 Der Nutzungsberechtigte muss der Behörde die Auskünfte erteilen, die für die Erstellung des Inventars und des Sanierungsberichts notwendig sind. 2 Die Behörde kann vom Nutzungsberechtigten die Durchführung von Abflussmessungen verlangen.
Art. 40;  Art. 40 Einreichen, Nachführen und Zugänglichkeit der Inventare, Listen und Sanierungsberichte;1 Die Kantone reichen die Inventare, Listen und Sanierungsberichte dem BAFU ein. 2 Sie führen die Inventare und Listen nach. 3 Sie sorgen dafür, dass die Inventare, Listen und Sanierungsberichte nach Anhören der Betroffenen öffentlich zugänglich sind. Das Geschäftsgeheimnis bleibt gewahrt.
Art. 41;  Art. 41 Wasserentnahmen bei bereits erteilter Konzession;Die Artikel 36-40 gelten sinngemäss für geplante Wasserentnahmen, für welche die Konzession vor Inkrafttreten des Gewässerschutzgesetzes erteilt worden ist (Art. 83 GSchG).
Art. 41;  Art. 41a Gewässerraum für Fliessgewässer;1 Die Breite des Gewässerraums muss in Biotopen von nationaler Bedeutung, in kantonalen Naturschutzgebieten, in Moorlandschaften von besonderer Schönheit und nationaler Bedeutung, in Wasser- und Zugvogelreservaten von internationaler oder nationaler Bedeutung sowie, bei gewässerbezogenen Schutzzielen, in Landschaften von nationaler Bedeutung und kantonalen Landschaftsschutzgebieten mindestens betragen: 2 In den übrigen Gebieten muss die Breite des Gewässerraums mindestens betragen: 3 Die nach den Absätzen 1 und 2 berechnete Breite des Gewässerraums muss erhöht werden, soweit dies erforderlich ist zur Gewährleistung: 4 Soweit der Hochwasserschutz gewährleistet ist, kann die Breite des Gewässerraums angepasst werden: 5 Soweit keine überwiegenden Interessen entgegenstehen, kann auf die Festlegung des Gewässerraums verzichtet werden, wenn das Gewässer: 1 Fassung gemäss Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).2 Eingefügt durch Ziff. I der V vom 22. März 2017, in Kraft seit 1. Mai 2017 (AS 2017 2585).
Art. 41;  Art. 41b Gewässerraum für stehende Gewässer;1 Die Breite des Gewässerraums muss, gemessen ab der Uferlinie, mindestens 15 m betragen. 2 Die Breite des Gewässerraums nach Absatz 1 muss erhöht werden, soweit dies erforderlich ist zur Gewährleistung: 3 Die Breite des Gewässerraums kann in dicht überbauten Gebieten den baulichen Gegebenheiten angepasst werden, soweit der Schutz vor Hochwasser gewährleistet ist. 4 Soweit keine überwiegenden Interessen entgegenstehen, kann auf die Festlegung des Gewässerraums verzichtet werden, wenn das Gewässer:
