article_number;article_title;article_text
Art. 11;  Art. 11 Wasseralarmsystem;1 Die Betreiberin einer Stauanlage mit mehr als 2 Millionen m3 Stauraum muss ein Wasseralarmsystem in der Nahzone betreiben und unterhalten. 2 Die Betreiberin einer Stauanlage mit weniger als 2 Millionen m3 Stauraum, auf deren Überflutungsfläche eine hohe Gefahr besteht, muss in der Nahzone ein Wasseralarmsystem betreiben und unterhalten, sofern dies von der Aufsichtsbehörde angeordnet wird. 3 Die Nahzone umfasst das Gebiet, das bei plötzlichem totalem Bruch der Anlage innert zwei Stunden überflutet wird.
Art. 12;  Art. 12 Schutz der Bevölkerung im Notfall;1 Bund, Kantone und Gemeinden sorgen bei einem Notfall mit Hilfe der Mittel und Strukturen des Bevölkerungsschutzes für die Verbreitung von Verhaltensanweisungen an die Bevölkerung und für deren allfällige Evakuierung. 2 Die vom Bundesrat bezeichnete Stelle kann im Fall einer militärischen Bedrohung besondere Anordnungen treffen.
Art. 13;  Art. 13 Ausnahme vom Geltungsbereich;Die Bestimmungen dieses Kapitels gelten nicht für Stauanlagen, die ausschliesslich dem Schutz vor Naturgefahren dienen.
Art. 14;  Art. 14 Haftung der Betreiberin;"1 Die Betreiberin einer Stauanlage haftet für Personen- und Sachschaden, der durch die Verwirklichung der Risiken entsteht, die mit austretenden Wassermassen, Schlamm oder anderen Materialien verbunden sind. 2 Sie haftet auch für Aufwendungen, die infolge behördlich angeordneter Massnahmen zur Abwehr oder Verminderung einer unmittelbar drohenden Gefahr entstehen; davon ausgenommen ist entgangener Gewinn. 3 Als haftpflichtige Betreiberin gilt, wer eine Stauanlage besitzt, baut oder betreibt. Ist die Betreiberin nicht Eigentümerin der Anlage, so haftet die Eigentümerin mit ihr solidarisch. 4 Bund, Kantone, Gemeinden oder andere öffentlich-rechtliche Körperschaften oder Anstalten haften nach diesem Gesetz, soweit sie Stauanlagen betreiben."
Art. 15;  Art. 15 Haftungsausschluss;Von der Haftung wird befreit, wer nachweist, dass der Schaden durch höhere Gewalt, grobes Verschulden der geschädigten Person, Sabotage, Terrorismus oder kriegerische Ereignisse verursacht worden ist.
Art. 16;  Art. 16 Anwendung des Obligationenrechts;Soweit dieses Gesetz keine besonderen Bestimmungen enthält, richtet sich die Haftung nach den Bestimmungen des Obligationenrechts1 über die unerlaubten Handlungen. 1 SR 220
Art. 17;  Art. 17 Beweissicherung bei grösserem Schadenereignis;1 Ist ein grösseres Schadenereignis eingetreten, so ordnet der Bundesrat eine Erhebung über den Sachverhalt an. 2 Er fordert durch öffentliche Bekanntmachung alle Personen, die einen Schaden erlitten haben, auf, die Schädigung innert drei Monaten unter Angabe des Datums und des Ortes zu melden. In der Bekanntmachung ist darauf hinzuweisen, dass die Nichtbeachtung der Anmeldefrist allfällige Ersatzansprüche nicht ausschliesst, jedoch den späteren Nachweis eines Zusammenhangs zwischen einem Schaden und dem Austreten von Wassermassen aus der Stauanlage erschweren kann.
Art. 18;  Art. 18 Deckung der Haftpflicht;Die Kantone können vorsehen, dass die Haftung nach diesem Gesetz nach Massgabe der Art und des Umfangs der Risiken durch den Abschluss von Versicherungsverträgen ganz oder teilweise oder auf andere, gleichwertige Weise sichergestellt werden muss.
Art. 19;  Art. 19 Grossschaden;"1 Im Falle eines Grossschadens kann die Bundesversammlung durch Verordnung eine Entschädigungsordnung aufstellen. 2 Ein Grossschaden liegt vor, wenn bei einem Schadenereignis damit zu rechnen ist, dass: a.die für die Deckung der Schäden zur Verfügung stehenden Mittel der haftpflichtigen und der deckungspflichtigen Personen zur Befriedigung aller Ansprüche nicht ausreichen; oderb.wegen der grossen Zahl von Geschädigten das ordentliche Verfahren nicht durchgeführt werden kann. 3 Die Bundesversammlung legt in der Entschädigungsordnung die Grundsätze zur gerechten Verteilung aller verfügbaren Mittel zur Befriedigung der Geschädigten fest. 4 Sie kann in der Entschädigungsordnung: a.von den Bestimmungen dieses Gesetzes oder von andern schadenersatzrechtlichen Bestimmungen abweichen;b.vorsehen, dass der Bund zusätzliche Beiträge an den nicht gedeckten Schaden leistet und deren Zahlung von Leistungen des Kantons abhängig macht, in dem die Stauanlage liegt;c.das Verfahren zum Vollzug dieser Ordnung regeln und eine unabhängige Instanz einsetzen, deren Entscheide ans Bundesgericht weitergezogen werden können. 5 Der Bundesrat trifft vorsorgliche Massnahmen."
Art. 20;  Art. 20 Änderung der Leistungspflicht und Umlagebeiträge im Falle eines Grossschadens;"1 Ist wegen eines Grossschadens ein Notstand eingetreten, so ist der Bundesrat ermächtigt, auf dem Gebiet der Privatversicherung, der Sozialversicherung und der öffentlichen Versicherungen Vorschriften zu erlassen über: a.die Änderung der Leistungsflicht der Versicherungseinrichtungen;b.die Erhebung von Umlagebeiträgen bei den Versicherungsnehmern;c.den Abzug der Umlagebeiträge von den Versicherungsleistungen. 2 Diese Ermächtigung umfasst nicht die Haftpflichtversicherung."
Art. 21;  Art. 21 Kosten für Massnahmen von Behörden;Die Kosten von Massnahmen, welche die zuständigen Behörden zur Abwehr oder Verminderung einer unmittelbar drohenden Gefährdung treffen, können der Betreiberin und der Eigentümerin überbunden werden.
Art. 22;  Art. 22 Aufsicht durch den Bund;1 Die Aufsichtsbehörde des Bundes beaufsichtigt den Vollzug dieses Gesetzes. 2 Die grossen Stauanlagen stehen unter der direkten Aufsicht des Bundes. 3 Der Bundesrat bezeichnet die Aufsichtsbehörde des Bundes.
Art. 23;  Art. 23 Aufsicht durch die Kantone;1 Die Kantone beaufsichtigen die Stauanlagen, die nicht der direkten Bundesaufsicht unterstehen. 2 Sie bezeichnen ihre Aufsichtsbehörde.
Art. 24;  Art. 24 Besondere Verhältnisse;1  Bei besonderen Verhältnissen kann die Aufsichtsbehörde des Bundes mit dem Kanton eine Zuständigkeitsordnung vereinbaren, die von den Artikeln 22 und 23 abweicht. 2 Bilden mehrere Stauanlagen eine betriebliche Einheit und untersteht eine dieser Anlagen der direkten Aufsicht des Bundes, so unterstehen sämtliche Anlagen der betrieblichen Einheit der direkten Aufsicht des Bundes.
Art. 25;  Art. 25 Mitwirkungspflicht;"Der Aufsichtsbehörde sind, soweit es für die Ausübung ihrer Aufsichtstätigkeit erforderlich ist: a.sämtliche Auskünfte zu erteilen sowie sämtliche Dokumente und Unterlagen herauszugeben;b.das nötige Personal und Material kostenlos zur Verfügung zu stellen;c.jederzeit freier Zutritt zu gewähren."
Art. 26;  Art. 26 Meldepflicht;Personen, welche die Verantwortung tragen für Bau oder Betrieb einer Stauanlage, sind verpflichtet, der Aufsichtsbehörde besondere sicherheitsrelevante Ereignisse umgehend zu melden.
Art. 27;  Art. 27 Beizug Dritter;1 Die Aufsichtsbehörde kann zur Erfüllung ihrer Aufgaben Sachverständige beiziehen. 2 Die Kosten trägt die Betreiberin der Stauanlage.
Art. 28;  Art. 28 Aufsichtsabgabe;1 Die Aufsichtsbehörde des Bundes erhebt zur Deckung der Kosten für ihre Aufsichtstätigkeiten, die nicht durch Gebühren finanziert werden, eine jährliche Aufsichtsabgabe. 2 Abgabepflichtig sind die Betreiberinnen der grossen Stauanlagen. 3 Die Höhe der Abgabe richtet sich nach dem Durchschnitt der Kosten der letzten fünf Jahre für die Aufsichtstätigkeit. 4 Der Bundesrat regelt die Einzelheiten und bezeichnet namentlich die anrechenbaren Aufsichtskosten sowie die Anlagen, für deren Betrieb keine Abgaben zu entrichten sind.
Art. 29;  Art. 29 Rechtsmittel;1 Gegen Verfügungen, die gestützt auf dieses Gesetz erlassen werden, kann beim Bundesverwaltungsgericht Beschwerde geführt werden. 2 Die Aufsichtsbehörde des Bundes ist berechtigt, gegen Verfügungen kantonaler Behörden in Anwendung dieses Gesetzes und seiner Ausführungserlasse die Rechtsmittel des eidgenössischen und des kantonalen Rechts zu ergreifen. 3 Kantonale Instanzen eröffnen ihre anfechtbaren Verfügungen sofort und unentgeltlich der Aufsichtsbehörde.
Art. 30;  Art. 30 Verletzung von Sicherheitsvorschriften;"1 Mit Freiheitsstrafe bis zu 3 Jahren wird bestraft, wer: a.vorsätzlich eine Stauanlage fehlerhaft, insbesondere unter Ausserachtlassung vorgeschriebener Sicherheitsmassnahmen, erstellt;b.eine Stauanlage, von der er weiss, dass sie erhebliche Sicherheitsmängel aufweist, weiter betreibt. 2 Die Freiheitsstrafe ist mit einer Geldstrafe zu verbinden. 3 Wer fahrlässig handelt, wird mit Freiheitsstrafe bis zu 3 Jahren oder mit Geldstrafe bestraft."
Art. 31;  Art. 31 Strafverfolgung;1 Die Strafverfolgung ist Sache des Bundes. 2 Das Bundesgesetz vom 22. März 19741 über das Verwaltungsstrafrecht findet Anwendung. 3 Der Bundesrat bezeichnet die verfolgende und urteilende Verwaltungsbehörde. 1 SR 313.0
Art. 32;  Art. 32 Bearbeitung von Personendaten;1 Die mit dem Vollzug betrauten Stellen bearbeiten die für die Anwendung dieses Gesetzes erforderlichen Personendaten einschliesslich der Daten über strafrechtliche Verfolgungen und Sanktionen. 2 Sie können diese Daten elektronisch aufbewahren. Sie können sie untereinander austauschen, soweit dies für den einheitlichen Vollzug dieses Gesetzes erforderlich ist.
Art. 33;  Art. 33 Vollzug;Der Bundesrat erlässt die Ausführungsbestimmungen.
Art. 34;  Art. 34 Aufhebung bisherigen Rechts;"Das Bundesgesetz vom 22. Juni 18771 über die Wasserbaupolizei wird aufgehoben. 1 [BS 4 931; AS 1953 950, 1973 1462, 1993 234 Art. 18 Ziff. 2]"
Art. 35;  Art. 35 Referendum und Inkrafttreten;1 Dieses Gesetz untersteht dem fakultativen Referendum. 2 Der Bundesrat bestimmt das Inkrafttreten.
