article_number;article_title;article_text
Art. 12;  Art. 12 Überflutungsgefahr bei Stauanlagen;"1 Die Betreiber von Stauanlagen sind verantwortlich für die rechtzeitige Auslösung der Warnung oder Alarmierung im Falle ausserordentlicher Ereignisse, die eine Überflutungsgefahr im Abflussgebiet der Stauanlage verursachen können.
2 Sie übermitteln die Meldungen über die Auslösung der Warnung oder Alarmierung unverzüglich:
3 Die zuständige Stelle des Standortkantons und das Bundesamt für Energie benachrichtigen unverzüglich die NAZ.2
1 Aufgehoben durch Ziff. I der V vom 29. Nov. 2013, mit Wirkung seit 1. Jan. 2014 (AS 2013 4475).2 Eingefügt durch Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475)."
Art. 13;  Art. 13 Allgemeiner Alarm;"1 Die Bevölkerung wird mit dem allgemeinen Alarm alarmiert. Dieser ist ein regelmässig zwischen folgenden Frequenzen auf- und absteigender Ton:
400 Hz
250 Hz

2 Der allgemeine Alarm ertönt bei stationären Sirenen eine Minute lang und wird in den folgenden 5 Minuten einmal wiederholt.
3 Ertönt der allgemeine Alarm, so ist die Bevölkerung aufgefordert, Radio zu hören und die Verhaltensanweisungen entgegenzunehmen und zu befolgen."
Art. 14;  Art. 14 Wasseralarm;"1 Der Wasseralarm besteht aus 12 Tönen mit der folgenden Frequenz, die je 20 Sekunden dauern und in Abständen von 10 Sekunden aufeinander folgen:
200 Hz

2 Geht eine unmittelbare Gefahr von einer Stauanlage aus, so wird die Bevölkerung im Überflutungsbereich, der innert 2 Stunden von der Flutwelle erreicht wird (Nahzone), anschliessend an den allgemeinen Alarm mit dem Wasseralarm alarmiert.
3 Bei hoher Dringlichkeit wird die Bevölkerung in der Nahzone nur mit dem Wasseralarm alarmiert. In diesem Fall wird dieser in den folgenden fünf Minuten einmal wiederholt.
4 Ertönt der Wasseralarm, so muss die Bevölkerung das gefährdete Gebiet sofort verlassen."
Art. 15;  Art. 15 Verwendung der Alarmierungszeichen;Der allgemeine Alarm und der Wasseralarm dürfen ausschliesslich zur Alarmierung der Bevölkerung verwendet werden.
Art. 16;  Art. 16 Bund;"1 Das Eidgenössische Departement für Verteidigung, Bevölkerungsschutz und Sport erlässt im Einvernehmen mit dem Eidgenössischen Departement für Umwelt, Verkehr, Energie und Kommunikation Vorschriften über das Verhalten der Bevölkerung bei Alarmierung.
2 Es erlässt Bestimmungen über die Durchführung von Sirenen- und Systemtests.1
3 Das Bundesamt für Bevölkerungsschutz (BABS) nimmt die folgenden Aufgaben wahr:
1 Fassung gemäss Ziff. I der V vom 15. Febr. 2017, in Kraft seit 1. März 2017 (AS 2017 605).2 Fassung gemäss Ziff. I der V vom 15. Febr. 2017, in Kraft seit 1. März 2017 (AS 2017 605)."
Art. 17;  Art. 17 Kantone;"1 Die Kantone sorgen für die Alarmierungsplanung.
2 Sie stellen nach den Vorgaben des Bundes bereit:
2bis Sie sorgen für den Unterhalt und durch periodische Kontrollen für die ständige Betriebsbereitschaft der technischen Systeme zur Warnung der Behörden, der dezentralen Komponenten der technischen Systeme zur Alarmierung der Bevölkerung sowie der Sirenen.2
2ter Sie stellen die notwendigen externen Notstromsysteme bereit und unterhalten diese.3
3 Sie legen die Massnahmen für die rechtzeitige Warnung der Behörden und die Alarmierung der Bevölkerung fest.
4 Sie sorgen dafür, dass sie jederzeit in der Lage sind, Meldungen und Aufträge entgegenzunehmen und diese an die zuständigen Stellen weiterzuleiten.
5 Sie stellen sicher, dass die Sirenen in den Zonen 1 und 2 von Kernanlagen über die Fernsteuerung gesamthaft und in der Zone 2 sektorweise zentral ausgelöst werden können.
6 Sie informieren die Bevölkerung im Überflutungsgebiet (Nahzone und Fernzone) von Stauanlagen mit Merkblättern und Informationsschriften vorsorglich über das Verhalten bei Gefahr.4
7 Sie regeln die Unterstützung der Betreiber von Stauanlagen mit Alarmierungspersonal.
8 Sie sorgen für die Einsatzbereitschaft der Alarmierungsorgane.
1 Fassung gemäss Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).2 Eingefügt durch Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).3 Eingefügt durch Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).4 Fassung gemäss Art. 20 Ziff. 2 der Notfallschutzverordnung vom 20. Okt. 2010, in Kraft seit 1. Jan. 2011 (AS 2010 5191)."
Art. 18;  Art. 18 Gemeinden;"1 Die Gemeinden stellen sicher, dass die Bevölkerung alarmiert werden kann.
2 Sie sorgen für die ständige Betriebsbereitschaft und den Unterhalt ihrer Alarmierungsmittel."
Art. 19;  Art. 19 Betreiber von Kernanlagen;"1 Die Betreiber von Kernanlagen legen in einem Notfallreglement fest:
2 Das Notfallreglement bedarf der Genehmigung durch das ENSI."
Art. 20;  Art. 20 Betreiber von Stauanlagen;"1 Die Betreiber von Stauanlagen legen in einem Notfallreglement insbesondere fest:1
2 Das Notfallreglement bedarf der Genehmigung durch das Bundesamt für Energie.
3 Die Betreiber von Stauanlagen sorgen für den Unterhalt und die ständige Betriebsbereitschaft der dezentralen Komponenten des Wasseralarmsystems.2
4 Sie stellen die notwendigen externen Notstromsysteme bereit und unterhalten diese.3
1 Fassung gemäss Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).2 Fassung gemäss Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).3 Eingefügt durch Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475)."
Art. 20;  Art. 20a;"1 Bund und Kantone errichten und betreiben ein Sicherheitsfunknetz für die interkantonale und organisationsübergreifende Zusammenarbeit der Stellen nach Artikel 1 Buchstabe b.
2 Das BABS ist in Zusammenarbeit mit den Behörden und Organisationen für Rettung und Sicherheit des Bundes und der Kantone für die nationalen Komponenten des Sicherheitsfunknetzes zuständig. Zu den Aufgaben gehören:
3 Die Kantone sind für die kantonalen Komponenten des Sicherheitsfunknetzes zuständig. Zu den Aufgaben gehören:"
Art. 21;  Art. 211Kostentragung für die technischen Systeme zur Alarmierung der Bevölkerung2;"1 Der Bund trägt die Kosten für:
2 Die Kantone und die Gemeinden tragen die Kosten für den Betrieb und den Unterhalt der dezentralen Komponenten der technischen Systeme zur Alarmierung der Bevölkerung sowie der Sirenen. Sie können die Kosten für den Betrieb und den Unterhalt der Kombisirenen und der entsprechenden dezentralen Komponenten anteilsmässig den Betreibern von Stauanlagen auferlegen.
3 Die Betreiber von Stauanlagen tragen die Kosten für den Betrieb und den Unterhalt der dezentralen Komponenten des Wasseralarmsystems sowie für die Erstellung und Erneuerung der baulichen Infrastruktur.
4 Das BABS begleicht periodisch die Kosten für den Betrieb und den Unterhalt der dezentralen Komponenten der technischen Systeme zur Alarmierung der Bevölkerung nach Absatz 2 sowie des Wasseralarmsystems nach Absatz 3. Es legt die Höhe der Beträge fest und verrechnet diese den Kantonen weiter. Die Beträge können pauschal festgelegt werden. Sie werden regelmässig angepasst, insbesondere an den Landesindex der Konsumentenpreise oder an technisch bedingte neue Anforderungen.
1 Fassung gemäss Ziff. I der V vom 29. Nov. 2013, in Kraft seit 1. Jan. 2014 (AS 2013 4475).2 Eingefügt durch Ziff. I der V vom 15. Febr. 2017, in Kraft seit 1. März 2017 (AS 2017 605)."
Art. 21;  Art. 21a1Kostentragung für das Sicherheitsfunknetz;"1 Der Bund trägt die Kosten für:
2 Die Kantone tragen die Kosten für:
3 Das GWK und die Kantone legen zusammen mit dem BABS die Anteile der Kostenbeteiligung für die Mitbenutzung von Sendeanlagen der betroffenen Teilnetzbetreiber fest.
4 Die Betreiber von kritischen Infrastrukturen tragen die Kosten ihrer Endgeräte.
1 Eingefügt durch Ziff. I der V vom 15. Febr. 2017, in Kraft seit 1. März 2017 (AS 2017 605)."
Art. 22;  Art. 22;"1 Eigentümer und Eigentümerinnen sowie Mieter und Mieterinnen müssen auf ihren Grundstücken Infrastrukturen zur Warnung und Alarmierung dulden. Eine allfällige Wertverminderung wird angemessen entschädigt.
2 Wird ein Dritter durch eine Einrichtung nach Absatz 1, die sich auf privatem Grund befindet, geschädigt, so haftet für den Schaden, wer für den Unterhalt der Einrichtung verantwortlich ist. Wird der Schaden durch vorsätzliches oder grobfahrlässiges Verhalten des Eigentümers oder der Eigentümerin verursacht, so haftet dieser oder diese dafür.
3 Eigentumsbeschränkungen und Haftung für Infrastrukturen des Sicherheitsfunknetzes richten sich nach dem Fernmeldegesetz vom 30. April 19971.
1 SR 784.10"
Art. 23;  Art. 23 Aufhebung und Änderung bisherigen Rechts;"1 Die Alarmierungsverordnung vom 5. Dezember 20031 wird aufgehoben.
2 …2
1 [AS 2003 5165, 2008 5747 Anhang Ziff. 10]2 Die Änderung kann unter AS 2010 5179 konsultiert werden."
Art. 24;  Art. 24 Übergangsbestimmung;Bis die NAZ ihre Aufgaben gemäss Artikel 9 Absatz 3 zweiter Satz wahrnehmen kann, nimmt MeteoSchweiz diese wahr, längstens jedoch bis zum 31. Dezember 2011.
Art. 24;  Art. 24a1Übergangsbestimmungen zur Änderung vom 15. Februar 2017;"1 Der Bund trägt seine Kosten für den Parallelbetrieb des Sicherheitsfunknetzes längstens bis 2025.
2 Er kann den Kantonen die technische Nachrüstung ihrer nach 2012 beschafften Sendeanlagen vorfinanzieren, sofern damit der Parallelbetrieb verkürzt werden kann und diese Lösung insgesamt wirtschaftlicher ist. Die Kantone zahlen die Vorfinanzierung bis spätestens Ende 2027 zurück.
1 Eingefügt durch Ziff. I der V vom 15. Febr. 2017, in Kraft seit 1. März 2017 (AS 2017 605)."
Art. 25;  Art. 25 Inkrafttreten;Diese Verordnung tritt am 1. Januar 2011 in Kraft.
