article_number;article_title;article_text
Art. 12;  Art. 12 Bereinigung;"1 Kann der Bundesrat Richtpläne oder Teile davon nicht genehmigen, so ordnet er nach Anhören der Beteiligten eine Einigungsverhandlung an.
2 Für die Dauer der Einigungsverhandlung verfügt er, dass nichts unternommen wird, was ihren Ausgang nachteilig beeinflussen könnte.
3 Kommt keine Einigung zustande, so entscheidet der Bundesrat, spätestens drei Jahre nachdem er die Einigungsverhandlung angeordnet hat."
Art. 13;  Art. 13 Konzepte und Sachpläne;"1 Der Bund erarbeitet Grundlagen, um seine raumwirksamen Aufgaben erfüllen zu können; er erstellt die nötigen Konzepte und Sachpläne und stimmt sie aufeinander ab.
2 Er arbeitet mit den Kantonen zusammen und gibt ihnen seine Konzepte, Sachpläne und Bauvorhaben rechtzeitig bekannt."
Art. 14;  Art. 14 Begriff;"1 Nutzungspläne ordnen die zulässige Nutzung des Bodens.
2 Sie unterscheiden vorab Bau-, Landwirtschafts- und Schutzzonen."
Art. 15;  Art. 151Bauzonen;"1 Die Bauzonen sind so festzulegen, dass sie dem voraussichtlichen Bedarf für 15 Jahre entsprechen.
2 Überdimensionierte Bauzonen sind zu reduzieren.
3 Lage und Grösse der Bauzonen sind über die Gemeindegrenzen hinaus abzustimmen; dabei sind die Ziele und Grundsätze der Raumplanung zu befolgen. Insbesondere sind die Fruchtfolgeflächen zu erhalten sowie Natur und Landschaft zu schonen.
4 Land kann neu einer Bauzone zugewiesen werden, wenn:
5 Bund und Kantone erarbeiten zusammen technische Richtlinien für die Zuweisung von Land zu den Bauzonen, namentlich die Berechnung des Bedarfs an Bauzonen.
1 Fassung gemäss Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049)."
Art. 15;  Art. 15a1Förderung der Verfügbarkeit von Bauland;"1 Die Kantone treffen in Zusammenarbeit mit den Gemeinden die Massnahmen, die notwendig sind, um die Bauzonen ihrer Bestimmung zuzuführen, insbesondere bodenrechtliche Massnahmen wie Landumlegungen (Art. 20).
2 Das kantonale Recht sieht vor, dass, wenn das öffentliche Interesse es rechtfertigt, die zuständige Behörde eine Frist für die Überbauung eines Grundstücks setzen und, wenn die Frist unbenützt verstreicht, bestimmte Massnahmen anordnen kann.
1 Eingefügt durch Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049)."
Art. 16;  Art. 161Landwirtschaftszonen;"1 Landwirtschaftszonen dienen der langfristigen Sicherung der Ernährungsbasis des Landes, der Erhaltung der Landschaft und des Erholungsraums oder dem ökologischen Ausgleich und sollen entsprechend ihren verschiedenen Funktionen von Überbauungen weitgehend freigehalten werden. Sie umfassen Land, das:
2 Soweit möglich werden grössere zusammenhängende Flächen ausgeschieden.
3 Die Kantone tragen in ihren Planungen den verschiedenen Funktionen der Landwirtschaftszone angemessen Rechnung.
1 Fassung gemäss Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513)."
Art. 16;  Art. 16a1Zonenkonforme Bauten und Anlagen in der Landwirtschaftszone;"1 Zonenkonform sind Bauten und Anlagen, die zur landwirtschaftlichen Bewirtschaftung oder für den produzierenden Gartenbau nötig sind. Vorbehalten bleibt eine engere Umschreibung der Zonenkonformität im Rahmen von Artikel 16 Absatz 3.
1bis Bauten und Anlagen, die zur Gewinnung von Energie aus Biomasse oder für damit im Zusammenhang stehende Kompostanlagen nötig sind, können auf einem Landwirtschaftsbetrieb als zonenkonform bewilligt werden, wenn die verarbeitete Biomasse einen engen Bezug zur Landwirtschaft sowie zum Standortbetrieb hat. Die Bewilligungen sind mit der Bedingung zu verbinden, dass die Bauten und Anlagen nur zum bewilligten Zweck verwendet werden dürfen. Der Bundesrat regelt die Einzelheiten.2
2 Bauten und Anlagen, die der inneren Aufstockung eines landwirtschaftlichen oder eines dem produzierenden Gartenbau zugehörigen Betriebs dienen, sind zonenkonform. Der Bundesrat regelt die Einzelheiten.3
3 Bauten und Anlagen, die über eine innere Aufstockung hinausgehen, können als zonenkonform bewilligt werden, wenn sie in einem Gebiet der Landwirtschaftszone erstellt werden sollen, das vom Kanton in einem Planungsverfahren dafür freigegeben wird.
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 Eingefügt durch Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).3 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097)."
Art. 16;  Art. 16abis1Bauten und Anlagen für die Haltung und Nutzung von Pferden;"1 Bauten und Anlagen, die zur Haltung von Pferden nötig sind, werden auf einem bestehenden landwirtschaftlichen Gewerbe im Sinne des Bundesgesetzes vom 4. Oktober 19912 über das bäuerliche Bodenrecht als zonenkonform bewilligt, wenn dieses Gewerbe über eine überwiegend betriebseigene Futtergrundlage und Weiden für die Pferdehaltung verfügt.
2 Für die Nutzung der auf dem Betrieb gehaltenen Pferde können Plätze mit befestigtem Boden bewilligt werden.
3 Mit der Nutzung der Pferde unmittelbar zusammenhängende Einrichtungen wie Sattelkammern oder Umkleideräume werden bewilligt.
4 Der Bundesrat regelt die Einzelheiten.
1 Eingefügt durch Ziff. I des BG vom 22. März 2013, in Kraft seit 1. Mai 2014 (AS 2014 905; BBl 2012 6589 6607).2 SR 211.412.11"
Art. 16;  Art. 16b1Benutzungsverbot und Beseitigung2;"1 Bauten und Anlagen, die nicht mehr zonenkonform verwendet werden und für die eine Nutzung im Sinne der Artikel 24-24e nicht zulässig ist, dürfen nicht mehr benutzt werden.3 Dieses Verbot entfällt, sobald sie wieder zonenkonform genutzt werden können.
2 Wurde die Bewilligung befristet oder mit einer auflösenden Bedingung erteilt, so sind die Bauten und Anlagen bei Wegfall der Bewilligung zu beseitigen, und der frühere Zustand ist wiederherzustellen.4
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).3 Fassung gemäss Ziff. I des BG vom 22. März 2013, in Kraft seit 1. Mai 2014 (AS 2014 905; BBl 2012 6589 6607).4 Eingefügt durch Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097)."
Art. 17;  Art. 17 Schutzzonen;"1 Schutzzonen umfassen:
2 Statt Schutzzonen festzulegen, kann das kantonale Recht andere geeignete Massnahmen vorsehen."
Art. 18;  Art. 18 Weitere Zonen und Gebiete;"1 Das kantonale Recht kann weitere Nutzungszonen vorsehen.
2 Es kann Vorschriften enthalten über Gebiete, deren Nutzung noch nicht bestimmt ist oder in denen eine bestimmte Nutzung erst später zugelassen wird.
3 Das Waldareal ist durch die Forstgesetzgebung umschrieben und geschützt."
Art. 18;  Art. 18a1Solaranlagen;"1 In Bau- und in Landwirtschaftszonen bedürfen auf Dächern genügend angepasste Solaranlagen keiner Baubewilligung nach Artikel 22 Absatz 1. Solche Vorhaben sind lediglich der zuständigen Behörde zu melden.
2 Das kantonale Recht kann:
3 Solaranlagen auf Kultur- und Naturdenkmälern von kantonaler oder nationaler Bedeutung bedürfen stets einer Baubewilligung. Sie dürfen solche Denkmäler nicht wesentlich beeinträchtigen.
4 Ansonsten gehen die Interessen an der Nutzung der Solarenergie auf bestehenden oder neuen Bauten den ästhetischen Anliegen grundsätzlich vor.
1 Eingefügt durch Ziff. II des BG vom 22. Juni 2007 (AS 2007 6095; BBl 2006 6337). Fassung gemäss Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049)."
Art. 19;  Art. 19 Erschliessung;"1 Land ist erschlossen, wenn die für die betreffende Nutzung hinreichende Zufahrt besteht und die erforderlichen Wasser-, Energie- sowie Abwasserleitungen so nahe heranführen, dass ein Anschluss ohne erheblichen Aufwand möglich ist.
2 Das Gemeinwesen hat die Bauzonen innerhalb der im Erschliessungsprogramm vorgesehenen Frist zu erschliessen; es kann die Erschliessung bei Bedarf etappieren. Das kantonale Recht regelt die Beiträge der Grundeigentümer.1
3 Erschliesst das Gemeinwesen Bauzonen nicht fristgerecht, so ist den Grundeigentümern zu gestatten, ihr Land nach den vom Gemeinwesen genehmigten Plänen selber zu erschliessen oder die Erschliessung durch das Gemeinwesen nach den Bestimmungen des kantonalen Rechts zu bevorschussen.2
1 Fassung gemäss Ziff. I des BG vom 15. Juni 2012, in Kraft seit 1. Mai 2014 (AS 2014 899; BBl 2010 1049).2 Fassung gemäss Ziff. I des BG vom 6. Okt. 1995, in Kraft seit 1. April 1996 (AS 1996 965; BBl 1994 III 1075)."
Art. 20;  Art. 20 Landumlegung;Die Landumlegung kann von Amtes wegen angeordnet und auch durchgeführt werden, wenn Nutzungspläne dies erfordern.
Art. 21;  Art. 21 Verbindlichkeit und Anpassung;"1 Nutzungspläne sind für jedermann verbindlich.
2 Haben sich die Verhältnisse erheblich geändert, so werden die Nutzungspläne überprüft und nötigenfalls angepasst."
Art. 22;  Art. 22 Baubewilligung;"1 Bauten und Anlagen dürfen nur mit behördlicher Bewilligung errichtet oder geändert werden.
2 Voraussetzung einer Bewilligung ist, dass:
3 Die übrigen Voraussetzungen des Bundesrechts und des kantonalen Rechts bleiben vorbehalten."
Art. 23;  Art. 23 Ausnahmen innerhalb der Bauzonen;Ausnahmen innerhalb der Bauzonen regelt das kantonale Recht.
Art. 24;  Art. 241Ausnahmen für Bauten und Anlagen ausserhalb der Bauzonen;"Abweichend von Artikel 22 Absatz 2 Buchstabe a können Bewilligungen erteilt werden, Bauten und Anlagen zu errichten oder ihren Zweck zu ändern, wenn:
1 Fassung gemäss Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513)."
Art. 24;  Art. 24a1Zweckänderungen ohne bauliche Massnahmen ausserhalb der Bauzonen;"1 Erfordert die Änderung des Zwecks einer Baute oder Anlage ausserhalb der Bauzonen keine baulichen Massnahmen im Sinne von Artikel 22 Absatz 1, so ist die Bewilligung zu erteilen, wenn:
2 Die Ausnahmebewilligung ist unter dem Vorbehalt zu erteilen, dass bei veränderten Verhältnissen von Amtes wegen neu verfügt wird.
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513)."
Art. 24;  Art. 24b1Nichtlandwirtschaftliche Nebenbetriebe ausserhalb der Bauzonen;"1 Können landwirtschaftliche Gewerbe im Sinne des Bundesgesetzes vom 4. Oktober 19912 über das bäuerliche Bodenrecht ohne ein Zusatzeinkommen nicht weiter bestehen, so können bauliche Massnahmen zur Einrichtung eines betriebsnahen nichtlandwirtschaftlichen Nebenbetriebs in bestehenden Bauten und Anlagen bewilligt werden.3 Die Anforderung nach Artikel 24 Buchstabe a muss nicht erfüllt sein.
1bis Unabhängig vom Erfordernis eines Zusatzeinkommens können Nebenbetriebe mit einem engen sachlichen Bezug zum landwirtschaftlichen Gewerbe bewilligt werden; dafür können massvolle Erweiterungen zugelassen werden, sofern in den bestehenden Bauten und Anlagen kein oder zu wenig Raum zur Verfügung steht.4
1ter Bei temporären Betriebszentren können bauliche Massnahmen nur in den bestehenden Bauten und Anlagen und nur für gastwirtschaftliche Nebenbetriebe bewilligt werden.5
1quater Um Wettbewerbsverzerrungen zu vermeiden, müssen nichtlandwirtschaftliche Nebenbetriebe den gleichen gesetzlichen Anforderungen und Rahmenbedingungen genügen wie Gewerbebetriebe in vergleichbaren Situationen in den Bauzonen.6
2 Der Nebenbetrieb darf nur vom Bewirtschafter oder von der Bewirtschafterin des landwirtschaftlichen Gewerbes beziehungsweise von der Lebenspartnerin oder dem Lebenspartner geführt werden. Personal, das überwiegend oder ausschliesslich für den Nebenbetrieb tätig ist, darf nur für Nebenbetriebe nach Absatz 1bis angestellt werden. In jedem Fall muss die in diesem Betriebsteil anfallende Arbeit zum überwiegenden Teil durch die Bewirtschafterfamilie geleistet werden.7
3 Die Existenz des Nebenbetriebs ist im Grundbuch anzumerken.
4 Nichtlandwirtschaftliche Nebenbetriebe bilden Bestandteile des landwirtschaftlichen Gewerbes und unterstehen dem Realteilungs- und Zerstückelungsverbot nach den Artikeln 58-60 des Bundesgesetzes vom 4. Oktober 1991 über das bäuerliche Bodenrecht.
5 Die Bestimmungen des Bundesgesetzes vom 4. Oktober 1991 über das bäuerliche Bodenrecht betreffend die nichtlandwirtschaftlichen Nebengewerbe finden auf die Nebenbetriebe keine Anwendung.
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 SR 211.412.113 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).4 Eingefügt durch Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).5 Eingefügt durch Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).6 Eingefügt durch Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).7 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097)."
Art. 24;  Art. 24c1Bestehende zonenwidrige Bauten und Anlagen ausserhalb der Bauzonen;"1 Bestimmungsgemäss nutzbare Bauten und Anlagen ausserhalb der Bauzonen, die nicht mehr zonenkonform sind, werden in ihrem Bestand grundsätzlich geschützt.
2 Solche Bauten und Anlagen können mit Bewilligung der zuständigen Behörde erneuert, teilweise geändert, massvoll erweitert oder wiederaufgebaut werden, sofern sie rechtmässig erstellt oder geändert worden sind.2
3 Dies gilt auch für landwirtschaftliche Wohnbauten sowie angebaute Ökonomiebauten, die rechtmässig erstellt oder geändert worden sind, bevor das betreffende Grundstück Bestandteil des Nichtbaugebietes im Sinne des Bundesrechts wurde. Der Bundesrat erlässt Vorschriften, um negative Auswirkungen auf die Landwirtschaft zu vermeiden.3
4 Veränderungen am äusseren Erscheinungsbild müssen für eine zeitgemässe Wohnnutzung oder eine energetische Sanierung nötig oder darauf ausgerichtet sein, die Einpassung in die Landschaft zu verbessern.4
5 In jedem Fall bleibt die Vereinbarkeit mit den wichtigen Anliegen der Raumplanung vorbehalten.5
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 Fassung gemäss Ziff. I des BG vom 23. Dez. 2011, in Kraft seit 1. Nov. 2012 (AS 2012 5535; BBl 2011 7083 7097).3 Eingefügt durch Ziff. I des BG vom 23. Dez. 2011, in Kraft seit 1. Nov. 2012 (AS 2012 5535; BBl 2011 7083 7097).4 Eingefügt durch Ziff. I des BG vom 23. Dez. 2011, in Kraft seit 1. Nov. 2012 (AS 2012 5535; BBl 2011 7083 7097).5 Eingefügt durch Ziff. I des BG vom 23. Dez. 2011, in Kraft seit 1. Nov. 2012 (AS 2012 5535; BBl 2011 7083 7097)."
Art. 24;  Art. 24d1Landwirtschaftsfremde Wohnnutzung und schützenswerte Bauten und Anlagen2;"1 In landwirtschaftlichen Wohnbauten, die in ihrer Substanz erhalten sind, können landwirtschaftsfremde Wohnnutzungen zugelassen werden.3
1bis …4
2 Die vollständige Zweckänderung von als schützenswert anerkannten Bauten und Anlagen kann zugelassen werden, wenn:5
3 Bewilligungen nach diesem Artikel dürfen nur erteilt werden, wenn:6
1 Eingefügt durch Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 Fassung gemäss Ziff. I des BG vom 22. März 2013, in Kraft seit 1. Mai 2014 (AS 2014 905; BBl 2012 6589 6607).3 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).4 Eingefügt durch Ziff. I des BG vom 23. März 2007 (AS 2007 3637; BBl 2005 7097). Aufgehoben durch Ziff. I des BG vom 22. März 2013, mit Wirkung seit 1. Mai 2014 (AS 2014 905; BBl 2012 6589 6607).5 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097).6 Fassung gemäss Ziff. I des BG vom 23. März 2007, in Kraft seit 1. Sept. 2007 (AS 2007 3637; BBl 2005 7097)."
Art. 24;  Art. 24e1Hobbymässige Tierhaltung;"1 Bauliche Massnahmen werden bewilligt in unbewohnten Gebäuden oder Gebäudeteilen, die in ihrer Substanz erhalten sind, wenn sie Bewohnern oder Bewohnerinnen einer nahe gelegenen Wohnbaute zur hobbymässigen Tierhaltung dienen und eine tierfreundliche Haltung gewährleisten.
2 Im Rahmen von Absatz 1 werden neue Aussenanlagen bewilligt, soweit sie für eine tiergerechte Haltung notwendig sind. Im Interesse einer tierfreundlichen Haltung können solche Anlagen grösser als die gesetzlichen Mindestmasse dimensioniert werden, soweit dies mit den wichtigen Anliegen der Raumplanung vereinbar ist und die Anlage reversibel erstellt wird.
3 Die Aussenanlagen können für die hobbymässige Beschäftigung mit den Tieren genutzt werden, soweit damit keine baulichen Änderungen verbunden sind und keine neuen Auswirkungen auf Raum und Umwelt entstehen.
4 Einzäunungen, die der Beweidung dienen und nicht mit nachteiligen Auswirkungen auf die Landschaft verbunden sind, werden auch dann bewilligt, wenn die Tiere in der Bauzone gehalten werden.
5 Bewilligungen nach diesem Artikel dürfen nur erteilt werden, wenn die Voraussetzungen von Artikel 24d Absatz 3 erfüllt sind.
6 Der Bundesrat regelt die Einzelheiten. Er legt namentlich fest, in welchem Verhältnis die Änderungsmöglichkeiten nach diesem Artikel zu denjenigen nach Artikel 24c und nach Artikel 24d Absatz 1 stehen.
1 Eingefügt durch Ziff. I des BG vom 22. März 2013, in Kraft seit 1. Mai 2014 (AS 2014 905; BBl 2012 6589 6607)."
Art. 25;  Art. 25 Kantonale Zuständigkeiten;"1 Die Kantone ordnen Zuständigkeiten und Verfahren.
1bis Sie legen für alle Verfahren zur Errichtung, Änderung oder Zweckänderung von Bauten und Anlagen Fristen und deren Wirkungen fest.1
2 Die zuständige kantonale Behörde entscheidet bei allen Bauvorhaben ausserhalb der Bauzonen, ob sie zonenkonform sind oder ob für sie eine Ausnahmebewilligung erteilt werden kann.2
1 Eingefügt durch Ziff. I des BG vom 6. Okt. 1995 (AS 1996 965; BBl 1994 III 1075). Fassung gemäss Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513).2 Fassung gemäss Ziff. I des BG vom 20. März 1998, in Kraft seit 1. Sept. 2000 (AS 2000 2042; BBl 1996 III 513)."
